preco,quilometragem,ano,infomacoes
70.000,35.000 Km,2018,Fiat Doblo 1.8 16v Essence 7l Flex 5p
63.990,133.000 Km,2012,Nissan Livina 1.8 Sl Flex Aut. 5p
26.890,109.000 Km,2012,Dodge Journey 3.6 Sxt 5p
45.990,110.000 Km,2014,Nissan Livina 1.6 S Flex 5p
28.890,77.000 Km,2014,Mercedes-benz B200 Sport 1.6 Aut
62.990,145.000 Km,2008,Fiat Doblo Doblò Elx 1.8 8v (flex)
26.900,105.000 Km,2013,Honda Fit 1.4 Lx 16v
34.990,90.000 Km,2010,Citroën Xsara Picasso 1.6 Glx Flex 5p
21.400,140.000 Km,2009,Citroën C4 Picasso 2.0 5p
26.890,134.000 Km,2012,Dodge Journey 3.6 R/t 5p
45.990,121.500 Km,2008,Chrysler Town & Country 3.8 Limited 5p
49.900,100.000 Km,2012,Fiat Freemont 2.4 Emotion 5p
41.890,63.000 Km,2018,Chevrolet Spin 1.8 Ls 8v
48.899,111.000 Km,2006,Renault Scenic 2.0 16v Expression Aut. 5p
13.900,71.000 Km,2015,Dodge Journey 3.6 R/t 5p
70.000,73.000 Km,2014,Dodge Journey 3.6 R/t 5p
74.900,45.000 Km,2011,Chevrolet Zafira 2.0 Elite Flex Power Aut. 5p
37.999,87.000 Km,2011,Kia Soul 1.6 Ex Aut. 5p
33.900,75.000 Km,2013,Nissan Livina 1.8 Sl Flex Aut. 5p
32.900,113.000 Km,2005,Chevrolet Zafira 2.0 Elite Flex Power Aut. 5p
23.950,25.038 Km,2018,Citroën Aircross 1.6 Vti 120 Shine Eat6
59.900,150 Km,2012,Fiat Freemont 2.4 Precision 5p
49.900,85.370 Km,2000,Hyundai Atos 1.0 Prime Gls 5p
13.800,132.123 Km,2003,Chevrolet Zafira 2.0 8v 5p
19.999,91.000 Km,2011,Kia Soul 1.6 Ex Flex 5p
32.900,59.000 Km,2014,Jac J6 2.0 16v 5l 5p
30.890,163.600 Km,2008,Honda Fit 1.5 Ex 16v
25.900,85.000 Km,2011,Citroën Xsara Picasso 1.6 Glx Flex 5p
21.900,100.000 Km,2010,Nissan Livina 1.8 Sl Flex Aut. 5p
26.990,80.000 Km,2016,Fiat Doblo 1.8 16v Adventure Flex 5p
70.000,111.111 Km,2010,Chevrolet Zafira 2.0 Elegance Flex Power Aut. 5p
38.320,70.500 Km,2017,Chevrolet Onix 1.0 Joy 5p
35.699,14.272 Km,2018,Fiat Argo 1.3 Drive Flex 5p
49.990,32.800 Km,2017,Toyota Etios 1.5 16v Platinum Aut. 5p
53.900,47.200 Km,2019,Hyundai Hb20 1.6 Comfort Plus Flex 5p
44.900,80.000 Km,2016,Renault Sandero 1.0 16v Expression Hi-flex 5p
30.900,168.110 Km,2009,Volkswagen Crossfox 1.6 Vht Total Flex 5p
23.909,121.000 Km,2013,Peugeot 308 1.6 Thp Feline Aut. 5p
35.700,146.000 Km,2012,Renault Clio 1.0 16v Campus Hi-flex 3p
11.900,44.500 Km,2020,Fiat Uno 1.0 Fire Attractive
43.900,63.000 Km,2014,Chevrolet Sonic 1.6 16v Ltz Aut. 5p
35.900,69.322 Km,2015,Toyota Etios 1.3 16v X 5p
32.900,73.000 Km,2016,Nissan March 1.0 12v S 5p
31.990,137.900 Km,2012,Fiat Punto 1.4 Attractive Flex 5p
26.770,68.247 Km,2013,Nissan Tiida 1.8 Sl Flex Aut. 5p
35.900,69.359 Km,2012,Kia Picanto Picanto Ex 1.1/1.0/ 1.0 Flex Mec.
26.900,97.000 Km,2016,Peugeot 208 1.6 16v Allure In Concert Flex Aut. 5p
42.900,45.001 Km,2018,Hyundai Hb20 1.6 Comfort Plus Flex Aut. 5p
51.900,70.000 Km,2019,Chevrolet Onix 1.0 Joy 5p
39.900,84.000 Km,2012,Peugeot 207 1.4 Xr Flex 5p
15.550,87.000 Km,2009,Peugeot 307 1.6 Presence Pack Flex 5p
21.900,125.000 Km,2009,Volkswagen Polo 1.6 Vht Total Flex 5p
24.800,105.000 Km,2014,Volkswagen Gol 1.0 Tec Total Flex 5p
23.700,171.000 Km,2010,Volkswagen Polo 1.6 Vht Total Flex 5p
23.890,64.000 Km,2016,Hyundai Hb20 1.0 Comfort Flex 5p
37.900,85.000 Km,2008,Fiat Punto 1.8 Sporting Flex 5p
24.000,27.800 Km,2019,Fiat Argo 1.0 Drive Flex 5p
45.970,100.000 Km,2011,Fiat Punto 1.4 Attractive Flex 5p
24.890,57.000 Km,2014,Chevrolet Onix 1.0 Lt 5p
31.900,28.200 Km,2019,Hyundai Hb20 1.0 Unique Flex 5p
46.990,169.801 Km,2008,Ford Fiesta 1.0 Flex Trend 5p
17.000,76.000 Km,2000,Volkswagen New Beetle 2.0 3p
29.900,200.539 Km,2006,Ford Focus 2.0 Ghia Aut. 5p
17.480,117.000 Km,2010,Renault Sandero 1.6 Expression Hi-torque 5p
21.770,89.400 Km,2014,Ford Fiesta 1.6 16v Se Flex Powershift 5p
35.500,175.000 Km,2007,Peugeot 307 2.0 Feline 5p
15.600,52.109 Km,2014,Chery Chery Qq 1.1 16v 5p
18.900,95.000 Km,2015,Volkswagen Up! 1.0 Move 5p
29.500,32.264 Km,2015,Fiat 500 1.4 16v Abarth 3p
85.900,77.258 Km,2015,Volkswagen Fox 1.6 16v Msi Highline Total Flex I-motion 5p
38.900,115.000 Km,2011,Fiat Palio 1.0 Fire Economy Flex 3p
16.990,163.210 Km,2014,Chevrolet Celta 1.0 Ls Flex Power 3p
18.900,59.000 Km,2014,Ford Fiesta 1.6 Rocam Se Flex 5p
25.500,26.000 Km,2019,Renault Sandero 1.0 12v Authentique Sce 5p
42.980,58.360 Km,2019,Chevrolet Onix 1.0 Joy 5p
39.900,78.000 Km,2015,Audi A3 1.4 Tfsi S-tronic 5p
69.999,25.000 Km,2008,Volkswagen Gol 1.0 City Total Flex 5p
23.900,76.000 Km,2010,Bmw Serie 1 2.0 Aut. 5p
40.800,87.350 Km,2012,Nissan Tiida 1.8 Sl Flex Aut. 5p
239.990,107.000 Km,2014,Volkswagen Jetta 2.0 Tsi Highline 4p
65.900,109.820 Km,2013,Honda Civic 1.8 Lxs 16v
53.890,76.000 Km,2009,Fiat Siena 1.0 Mpi Fire Celebration 8v
19.890,78.000 Km,2010,Citroën C5 2.0 Exclusive Aut. 4p
33.500,47.921 Km,2017,Chevrolet Cobalt Cobalt Ltz 1.8 8v (aut) (flex)
53.800,161.000 Km,2001,Volkswagen Santana 1.8 4p Gasolina
19.900,27.301 Km,2020,Renault Logan 1.0 Life 12v 4p
46.970,61.500 Km,2014,Toyota Corolla 1.8 16v Gli Flex Aut. 4p
64.000,106.000 Km,2014,Hyundai Hb20s 1.0 Comfort Plus Flex 4p
34.990,111 Km,2008,Fiat Siena 1.0 Fire Flex 4p
18.000,158.000 Km,2012,Volkswagen Jetta 2.0 Comfortline Flex 4p Automática
44.990,103.000 Km,2007,Ford Fiesta Sedan 1.6 Flex 4p
18.990,100.000 Km,1994,Volkswagen Voyage 1.8 Gl 8v
20.900,44.000 Km,1995,Volkswagen Voyage Gl 1.8 Alcool
28.890,58.000 Km,2015,Chevrolet Prisma 1.4 Mpfi Lt 8v
39.990,39.000 Km,2017,Ford Fusion 2.0 Titanium Ecoboost Awd Aut. 4p
109.900,98.000 Km,2005,Ford Fiesta Sedan 1.6 Flex 4p
17.900,32.000 Km,2020,Volkswagen Voyage 1.6 Msi Total Flex 4p
54.990,40.155 Km,2019,Toyota Yaris 1.5 16v Sedan Xls Multidrive
78.990,39.000 Km,2020,Ford Ka 1.5 Ti-vct Flex Se Sedan Manual
51.999,50.000 Km,2016,Audi A3 Sedan 1.4 Tfsi Ambiente Flex Tiptronic 4p
61.999,69.000 Km,2016,Audi A3 Sedan 1.4 Tfsi Ambiente S-tronic 4p
71.990,195.000 Km,2011,Honda Civic 1.8 Lxl Couro Flex Aut. 4p
38.000,200.000 Km,2011,Renault Logan 1.0 16v Authentique Hi-flex 4p
15.890,141.659 Km,2009,Honda Civic 1.8 Lxs Flex 4p
36.900,95.000 Km,2012,Volkswagen Jetta 2.0 Tsi Highline 200cv
53.900,114.634 Km,2007,Peugeot 307 Sedan 2.0 Feline Aut. 4p
17.500,39.000 Km,2018,Mercedes-benz Classe C 1.6 Exclusive Turbo Flex 4p
128.000,195.542 Km,2005,Chevrolet Corsa Sedan 1.0 Joy 4p
14.500,130.000 Km,2009,Honda Civic 1.8 Lxs Flex 4p
36.900,71.793 Km,2012,Renault Logan 1.0 16v Expression Hi-flex 4p
19.900,14.000 Km,2020,Ford Ka 1.0 Se Flex 4p
46.980,15.000 Km,2013,Toyota Corolla 1.8 16v Gli Flex 4p
50.000,29.800 Km,2019,Mercedes-benz Classe C 1.6 Exclusive Turbo Flex 4p
130.498,67.217 Km,2010,Chevrolet Classic 1.0 Mpfi Life 8v
18.900,42.000 Km,2015,Mercedes-benz Classe C 1.6 Avantgarde Turbo 4p
99.990,0 Km,2020,Fiat Grand Siena 1.0 Attractive Flex 4p
50.990,70.000 Km,2013,Ford Fusion 2.5 Flex Aut. 4p
59.900,169.000 Km,2006,Chevrolet Corsa Classic 1.0 Life 4p Álcool
12.900,136.000 Km,2008,Citroën C4 Pallas 2.0 Glx Aut. 4p
17.500,114.000 Km,2014,Toyota Corolla 2.0 16v Xei Flex Aut. 4p
57.900,128.000 Km,2010,Citroën C4 Pallas 2.0 Exclusive Flex Aut. 4p
22.000,48.000 Km,2017,Honda Civic 2.0 Ex Flex Aut. 4p
89.900,62.000 Km,2016,Hyundai Hb20s 1.6 Comfort Plus Flex 4p
41.800,165.000 Km,2005,Fiat Siena 1.3 Elx Flex 4p
14.490,0 Km,2021,Fiat Grand Siena 1.4 Attractive Flex 4p
53.990,179.000 Km,2005,Ford Focus Sedan 2.0 Ghia 4p 146.4 Hp
15.999,79.700 Km,2019,Renault Logan 1.0 12v Sce Authentique
79.870,101.016 Km,2014,Kia Sportage 2.0 Lx 4x2 16v
65.990,117.000 Km,2008,Hyundai Vera Cruz 3.8 V6 Aut. 5p
37.500,85.000 Km,2012,Hyundai Ix35 2.0 Gls 2wd Aut. 5p
58.900,88.000 Km,2013,Hyundai Tucson 2.0 Gls 4x2 Aut. 5p
35.000,58.654 Km,2011,Volkswagen Tiguan 2.0 Tsi 16v Turbo
54.990,97.290 Km,2015,Jeep Grand Cherokee 3.6 Limited Aut. 5p
80.000,30.000 Km,2018,Honda Hr-v 1.8 Lx Flex Aut. 5p
83.999,119.000 Km,2012,Mitsubishi Pajero Tr4 2.0 4x2 Flex Aut. 5p
45.990,46.000 Km,2018,Mitsubishi Outlander 3.0 Gt 4x4 V6 24v
139.899,29.389 Km,2019,Ford Ecosport 2.0 16v Storm 4wd Flex Aut. 5p
86.990,22.000 Km,2018,Bmw X4 2.0 16v Xdrive30i M Sport
229.900,11.712 Km,2019,Jeep Renegade Renegade Sport 1.8 4x2 Flex 16v Aut.
74.900,187.000 Km,2008,Mitsubishi Pajero Full 3.8 Gls Aut. 5p
49.900,59.000 Km,2016,Renault Duster 1.6 16v Expression Hi-flex 5p
46.890,85.600 Km,2012,Peugeot 3008 1.6 Thp Allure Aut. 5p 165 Hp
35.900,97.600 Km,2016,Honda Hr-v 1.8 Ex Flex Aut. 5p
78.990,23.000 Km,2018,Chevrolet Tracker 1.4 Premier Turbo Aut. 5p
70.500,69.000 Km,2017,Land Rover Discovery Sport 2.0 Td4 Se 5p
179.980,4.000 Km,2020,Jeep Compass 2.0 Night Eagle Flex Aut. 5p
135.000,0 Km,2021,Chevrolet Tracker Premier
112.990,169.000 Km,2009,Land Rover Discovery 2.7 V6 Se 5p
63.900,194.000 Km,2006,Chevrolet Blazer 2.4 Mpfi Advantage 4x2 8v
26.900,85.000 Km,2014,Hyundai Tucson 2.0 Gls 4x2 Flex Aut. 5p
46.900,67.000 Km,2013,Kia Sportage Sportage 2.0 Lx 4x2 16v Flex 4p Manual
59.886,57.000 Km,2017,Audi Q3 1.4 Tfsi Attraction S-tronic 5p
96.899,99.000 Km,2015,Renault Duster 2.0 16v Techroad Ii Hi-flex Aut. 5p
43.500,10.000 Km,2019,Jeep Renegade 1.8 Sport Flex 5p
75.000,86.200 Km,2013,Mitsubishi Pajero Tr4 2.0 Flex Aut. 5p
46.990,98.000 Km,2013,Mitsubishi Outlander Outlander 2.0 16v 160cv Aut.
49.900,101.600 Km,2011,Hyundai Santa Fe 3.5 Mpfi V6 24v 285cv
47.890,49.000 Km,2018,Chevrolet Tracker 1.4 Lt Turbo Aut. 5p
76.500,95.000 Km,2012,Ford Ecosport 1.6 Xlt Freestyle Flex 5p
35.800,100.000 Km,2014,Mitsubishi Pajero Full 3.8 Hpe Aut. 5p
95.000,91.000 Km,2015,Volvo Xc60 2.0 T5 Dynamic Drive-e 5p
78.900,162.000 Km,2014,Toyota Sw4 3.0 Srv 7l 4x4 Aut. 5p
139.900,82.786 Km,2013,Ford Ecosport 1.6 Freestyle 16v
46.900,76.000 Km,2014,Chevrolet Tracker 1.8 Ltz Aut. 5p
57.800,0 Km,2021,Jeep Compass 2.0 Limited 4x4 Aut. 5p
149.500,97.300 Km,2005,Land Rover Freelander 2.5 Hse 5p
28.000,18.303 Km,2019,Citroën C4 Cactus 1.6 Thp Shine Eat6
85.790,104.428 Km,2017,Nissan Kicks Kicks 1.6 Sl Cvt (flex)
70.580,85.000 Km,2015,Hyundai Santa Fe 3.3 5l 4wd Aut. 5p
91.900,122.000 Km,2004,Land Rover Freelander 2.5 Se 5p
28.900,3.322 Km,2020,Nissan Kicks 1.6 16v S 5p
79.900,265.000 Km,1999,Suzuki Grand Vitara 2.5 V6 Aut. 5p
24.000,160.935 Km,2011,Toyota Hilux Sw4 3.0 Srv 4x4 7 Lugares 16v Turbo Intercooler
106.900,60.000 Km,2016,Land Rover Discovery Sport 2.0 Td4 Se 5p
154.989,64.011 Km,2014,Kia Sportage 2.0 Lx 4x2 Flex Aut. 5p
179.900,102.872 Km,2016,Nissan Frontier 2.5 S 4x4 Cd Turbo Eletronic Diesel 4p Manual
89.890,0 Km,2021,Nissan Frontier 2.3 Xe Cab. Dupla 4x4 Aut. 4p
192.938,0 Km,2021,Renault Master 2.3 L2h1 2p
142.900,0 Km,2021,Mercedes-benz Sprinter Chassi 2.2 Cdi 314 Street Rs Extra Longo 2p
179.900,0 Km,2021,Mercedes-benz Sprinter Chassi 2.2 Cdi 314 Street Rs Longo 2p
177.900,0 Km,2021,Fiat Strada 1.3 Volcano Cab. Dupla 16v Flex 4p
89.990,38.000 Km,2020,Volkswagen Saveiro 1.6 Robust Cab. Simples Total Flex 2p
52.900,31.000 Km,2020,Volkswagen Saveiro 1.6 Trendline Cab. Simples Total Flex 2p
57.980,0 Km,2021,Fiat Toro 2.0 Ranch 4x4 Aut. 4p
146.890,82.000 Km,2015,Toyota Hilux 2.7 Sr Cab. Dupla 4x2 Flex Aut. 4p
85.900,0 Km,2021,Novo Fiat Ultra Diesel 4x4 At9 Cnpj 2021
152.596,205.000 Km,2013,Chevrolet S10 2.8 Lt Cab. Dupla 4x4 4p
86.900,357.738 Km,2013,Chevrolet Montana 1.4 Ls Econoflex 2p
26.990,250 Km,2011,Ford F-250 3.9 Xlt 4x2 2p
125.900,138.600 Km,2009,Chevrolet S10 2.4 Executive Cab. Dupla 4x2 Flexpower 4p
46.800,0 Km,2021,Fiat Toro 1.8 Endurance 16v Flex 4x2 4p
90.742,36.000 Km,2018,Fiat Toro 2.0 Freedom 4x4 Aut. 4p
95.900,80.000 Km,2015,Fiat Strada 1.8 16v Adventure Cab. Dupla Flex Dualogic 3p
56.900,176.000 Km,2005,Ford F-250 4.2 Td Xlt 2p
100.000,47.000 Km,2020,Fiat Toro 1.8 16v Evo Flex Freedom At6
91.990,30.000 Km,2020,Volkswagen Amarok 3.0 Highline Extreme Cab. Dupla V6 4x4 Aut. 4p
217.900,127.000 Km,2008,Mitsubishi L200 2.5 Savana Cab. Dupla 4x4 4p
55.000,1 Km,2015,Ford Ranger 2.5 Limited Cab. Dupla 4x2 Flex 4p
82.900,200.000 Km,2008,Mitsubishi L200 2.5 Outdoor Gls Cab. Dupla 4x4 4p
39.900,182.000 Km,2015,Toyota Hilux 2.7 Srv Cab. Dupla 4x2 Flex Aut. 4p
82.900,219.200 Km,1997,Ford F-1000 4.9i 6 Cilindros
76.900,0 Km,2021,Mercedes-benz Sprinter Chassi 2.2 Cdi 416 Rs Longo 2p
146.900,32.400 Km,2019,Fiat Strada 1.4 Working Flex 2p
43.990,19.800 Km,2020,Ford Ranger 3.2 Limited Cab. Dupla 4x4 Aut. 4p
185.000,200.000 Km,2014,Volkswagen Amarok 2.0 S Cab. Simples 4x4 2p
64.500,302.000 Km,2009,Toyota Hilux 2.5 Cab. Dupla 4x4 4p
60.000,0 Km,2021,Fiat Toro 2.0 16v Turbo Ultra 4wd
154.900,1 Km,2005,Mitsubishi L200 2.5 Gl Cab Dupla 4x4 4p
45.900,199.000 Km,2002,Volkswagen Saveiro 1.6 2p Gasolina
19.900,12.000 Km,2020,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
138.900,31.976 Km,2020,Volkswagen Saveiro Saveiro Cross 1.6 T.flex 16v Cd
85.900,160.000 Km,2014,Ford Ranger 3.2 Xlt Cab. Dupla 4x4 Aut. 4p
98.000,74.800 Km,2018,Volkswagen Saveiro Robust 1.6 Total Flex 8v Cd
48.900,0 Km,2021,Volkswagen Saveiro 1.6 Robust Cab. Simples Total Flex 2p
65.990,49.523 Km,2018,Fiat Strada 1.4 Hard Working Flex 2p
44.990,22.000 Km,2019,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
119.900,114.900 Km,2015,Toyota Hilux 3.0 Srv Limited Edition Cab. Dupla 4x4 Aut. 4p
149.800,165 Km,2012,Mitsubishi L200 2.5 Outdoor Hpe Cab. Dupla 4x4 4p
78.000,47.000 Km,2019,Fiat Strada 1.4 Hard Working Cab. Dupla Flex 3p
63.890,198.000 Km,2000,Chevrolet S10 2.2 Std 2p
34.990,58.000 Km,2013,Volkswagen Amarok 2.0 Se Cab. Dupla 4x4 4p
83.900,29.000 Km,2019,Volkswagen Saveiro 1.6 Robust Cab. Simples Total Flex 2p
47.980,70.000 Km,2017,Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p
199.900,0 Km,2020,Fiat Ducato Furgão
173.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
159.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2021,Fiat Ducato Chassi Baú Carga Seca
139.900,0 Km,2020,Fiat Ducato 2.3 Médio (10m3) 5p
159.900,0 Km,2020,Fiat Ducato Baú
145.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
195.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2021,Fiat Ducato 2.3 Curto (8m3) 5p
153.900,0 Km,2021,Renault Master L2h2 Refrigerada
166.900,0 Km,2020,Fiat Ducato Chassi
134.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
151.900,0 Km,2021,Renault Master 2.3 L1h1 5p
157.900,0 Km,2021,Renault Master 2.3 L1h1 5p
157.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
178.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2019,Fiat Ducato Ambulância
174.900,0 Km,2019,Mercedes-benz Sprinter Furgão Furgão
172.900,0 Km,2021,"Mercedes-benz Sprinter Furgão 2.2 Cdi 416 Longo Teto Alto 10,5m3 5p"
173.900,0 Km,2021,Renault Master 2.3 L1h1 5p
145.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
183.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2021,Renault Master 2.3 Extra L3h2 5p
159.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
134.900,0 Km,2021,Renault Master 2.3 Extra L3h2 Vitrè 5p
179.900,0 Km,2019,Fiat Ducato 2.3 Curto (8m3) 5p
159.900,0 Km,2021,Fiat Ducato 2.3 (13m3) 5p
166.900,0 Km,2021,Fiat Ducato 2.3 Curto (8m3) 5p
153.900,0 Km,2021,Fiat Ducato 2.3 Curto (8m3) 5p
153.900,0 Km,2021,Fiat Ducato 2.3 Curto (8m3) 5p
154.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
183.900,0 Km,2021,Fiat Ducato 2.3 (13m3) 5p
139.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
183.900,0 Km,2021,Fiat Ducato 2.3 (13m3) 5p
159.900,100 Km,2021,Renault Master 2.3 Grand L2h2 5p
166.900,0 Km,2021,"Mercedes-benz Sprinter Furgão 2.2 Cdi 314 Street Longo Teto Alto 10,5m3 5p"
185.900,0 Km,2020,Mercedes-benz Sprinter Furgão Furgão
188.900,199.000 Km,2017,Renault Master L2h2 Ambulancia
129.900,0 Km,2021,Fiat Ducato 2.3 Curto (8m3) 5p
147.900,0 Km,2021,Fiat Ducato 2.3 (13m3) 5p
159.900,0 Km,2021,Renault Master 2.3 L1h1 5p
159.900,0 Km,2021,Fiat Ducato 2.3 Curto (8m3) 5p
139.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
134.900,0 Km,2021,Fiat Ducato Chassi
139.900,0 Km,2021,"Mercedes-benz Sprinter Furgão 2.2 Cdi 416 Longo Teto Alto 10,5m3 5p"
173.900,0 Km,2021,"Mercedes-benz Sprinter Furgão 2.2 Cdi 416 Longo Teto Alto 10,5m3 5p"
173.900,0 Km,2021,"Mercedes-benz Sprinter Furgão 2.2 Cdi 416 Longo Teto Alto 10,5m3 5p"
84.990,175.000 Km,2011,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
69.900,53.250 Km,2013,Volkswagen Kombi 1.4 Standard Total Flex 3p
53.250,0 Km,2021,Renault Master 2.3 Executive L3h2 16l 5p
195.900,0 Km,2019,Mercedes-benz Sprinter Van Escolar 20 Lugares
173.900,1 Km,2014,Fiat Ducato 2.3 Multijet Economy 5p
89.900,1 Km,2015,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
113.900,0 Km,2021,Mercedes-benz Sprinter Van 2.2 Cdi 416 Longo (16l) 5p
193.900,0 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 515 Teto Alto 5p
193.900,0 Km,2019,Fiat Ducato 2.3 Comfort (15l) 5p
194.900,507.758 Km,2009,Mercedes-benz Sprinter Van 2.2 Cdi 413 Luxo Teto Alto Rd 5p
82.000,279.949 Km,2015,Renault Master 2.3 Executive L3h2 16l 5p
120.000,1 Km,2007,Mercedes-benz Sprinter Van 2.2 Cdi 313 Luxo 5p
51.900,68.400 Km,2017,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
164.000,101.000 Km,2012,Volkswagen Kombi 1.4 Standard Total Flex 3p
44.900,345.924 Km,2012,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
79.000,132.000 Km,2014,Volkswagen Kombi 1.4 Standard Total Flex 3p
36.500,52.000 Km,2014,Fiat Ducato 2.3 Multi Teto Alto
115.000,63.000 Km,2013,Volkswagen Kombi 1.4 Escolar Total Flex 3p
42.900,324.785 Km,2009,Renault Master 2.5 Dci L2h2 16l 5p
48.900,0 Km,2021,Renault Master 2.3 Dci Diesel Furgão L1h1 3p Manual
145.990,555.517 Km,2014,Mercedes-benz Sprinter Van 2.2 Cdi 415 Lotação Teto Baixo 5p
99.000,348.027 Km,2013,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
89.000,270.295 Km,2014,Renault Master 2.3 Dci Minibus Vip L3h2 16 Lugares 16v Diesel 4p Manual
130.000,68.326 Km,2018,Renault Kangoo Express Kangoo Express 1.6 16v Com Porta Lateral (flex)
49.900,189.000 Km,2015,Fiat Ducato 2.3 Multijet Economy 5p
75.900,466.000 Km,2008,Mercedes-benz Sprinter Van 2.2 Cdi 313 Lotação Std Teto Alto 5p
44.900,381.987 Km,2016,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
149.000,0 Km,2020,Mercedes-benz Sprinter Van 2.2 Cdi Diesel Van 416 Longo 16l Manual
232.000,61.000 Km,2013,Volkswagen Kombi 1.4 Standard Total Flex 3p
45.900,500.000 Km,2007,Citroën Jumper 2.8 Passageiro M33m 16l
55.000,230.352 Km,2012,Citroën Jumper Jumper 2.3 Passageiro M33m 23s 16l
70.000,288.465 Km,2016,Renault Master 2.3 Minibus L3h2 16l
130.000,198.701 Km,2011,Volkswagen Kombi 1.4 Lotação Total Flex 3p
29.990,18.000 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
205.000,503.000 Km,2008,Mercedes-benz Sprinter Van 2.2 Cdi 313 Luxo Teto Baixo 5p
57.999,289.000 Km,2011,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
75.000,100.000 Km,2014,Peugeot Boxer Minibus 2.3 Hdi 350lh Longo 15l 5p
89.900,427.216 Km,2005,Kia Besta 3.0 Gs Grand 16l 4p
36.990,310.000 Km,2016,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
79.999,278.254 Km,2018,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
182.000,290.000 Km,2009,Renault Master 2.5 Dci Pack Clim L2h2 16l 5p
43.900,316.404 Km,2014,Renault Master 2.3 Executive L3h2 16l 5p
125.000,0 Km,2021,Mercedes-benz Sprinter Van 2.2 Cdi 416 Longo Teto Alto (16l) 5p
188.990,282.800 Km,2008,Citroën Jumper 2.8 Hdi 16l 5p
40.000,150.000 Km,2015,Mercedes-benz Sprinter Van 2.2 Cdi 415 Standard Teto Baixo 5p
105.000,0 Km,2020,Mercedes-benz Sprinter Van 2.2 Cdi 416 Longo Teto Alto (16l) 5p
190.000,0 Km,2020,Mercedes-benz Sprinter Van 2.2 Cdi 416 Longo (16l) 5p
190.000,280.000 Km,2010,Renault Master 2.5 Passageiro L2h2 16l
43.870,95.623 Km,2011,Fiat Idea 1.4 Attractive Flex 5p
25.790,73.021 Km,2012,Citroën Aircross 1.6 16v Glx Flex 5p
28.990,86.000 Km,2011,Citroën Aircross 1.6 16v Exclusive Flex 5p
30.990,98.000 Km,2015,Honda Fit 1.5 Lx Flex Aut. 5p
50.500,152.000 Km,2009,Honda Fit 1.4 Lxl Flex 5p
21.999,158.000 Km,2008,Honda Fit 1.4 Lx Flex 5p
24.500,77.000 Km,2013,Mercedes-benz Classe B 1.6 Sport Turbo 5p
67.900,12.000 Km,2020,Peugeot 2008 1.6 Griffe 16v Thp Flex Aut. 5p
83.990,46.920 Km,2016,Fiat Idea 1.6 16v Essence Flex 5p
37.990,1.000 Km,2007,Honda Fit 1.4 Lxl 5p
21.900,114.000 Km,2007,Chrysler Pt Cruiser 2.4 Classic 5p
23.890,80.000 Km,2015,Mercedes-benz Classe A 1.6 Turbo Flex 5p
77.990,226.000 Km,2008,Honda Fit 1.4 Lxl Flex 5p
25.999,72.200 Km,2012,Citroën C3 Picasso 1.6 16v Exclusive Flex Aut. 5p
30.870,89.000 Km,2011,Fiat Idea 1.8 16v Sporting Flex 5p
31.900,41.700 Km,2017,Chevrolet Spin 1.8 Ltz 7l 5p
55.900,75.668 Km,2014,Citroën C3 Picasso 1.6 16v Exclusive Flex Aut. 5p
34.900,81.000 Km,1996,Ford Versailles Royale 2.0 Completa 2.0 Gasolina
18.500,195.000 Km,2008,Honda Fit 1.5 Ex 5p
26.900,79.000 Km,2017,Chevrolet Spin 1.8 Ltz 7l Aut. 5p
58.870,21.319 Km,2018,Chevrolet Spin 1.8 Advantage 5l Aut. 5p
