preco,quilometragem,ano,marca,modelo,informacoes
249800,120,2008,fiat,Idea,1.4 Elx Flex 5p
20900,125450,2010,fiat,Idea,1.8 16v Adventure Flex Dualogic 5p
25900,92000,2013,mercedes,Classe,B 1.6 Sport Turbo 5p
59990,0,2020,honda,Fit,1.5 Ex Flex Aut. 5p
80799,0,2020,chevrolet,Spin,1.8 Activ 5l Aut. 5p
88999,155000,2007,fiat,Uno,Uno Mille Way Economy 1.0 F.flex
12990,0,2020,honda,Fit,1.5 Lx Flex Aut. 5p
71990,117000,2012,chevrolet,Meriva,1.8 Premium Flex Power Easytronic 5p
84900,180000,2001,renault,Scenic,1.6 16v Rt 5p
9400,102000,2004,citroen,Xsara,Picasso 2.0 Exclusive 5p 138 Hp
17889,90000,2013,citroen,C4,Picasso 2.0 5p
36900,125000,2014,nissan,Livina,X-gear 1.8 Flex Aut. 5p
32000,95694,2012,chevrolet,Zafira,2.0 Elegance Flex Power Aut. 5p
33000,80000,2016,fiat,Doblo,1.4 Attractive Flex 5p
39900,56000,2016,fiat,Doblo,1.8 16v Adventure Flex 5p
64900,152818,2013,nissan,Livina,1.8 Sl Flex Aut. 5p
35900,118000,2010,nissan,Livina,1.8 S Flex Aut. 5p
30900,150000,2004,chevrolet,Zafira,2.0 8v Cd 5p
23990,1,2004,chevrolet,Zafira,2.0 16v 5p
21500,1,2012,nissan,Grand,Livina 1.8 Sl Flex Aut. 5p
34890,89145,2013,nissan,Livina,1.8 S Flex Aut. 5p
34900,40000,2020,fiat,Doblo,1.8 16v Essence 7l Flex 5p
71890,178000,2001,renault,Scenic,1.6 16v Rt 5p
11999,124000,2012,kia,Carnival,3.5 Ex 5p
49990,129000,2010,nissan,Livina,1.8 S Flex Aut. 5p
25900,131000,2010,dodge,Journey,2.7 Sxt 5p
36000,170000,2007,kia,Carnival,3.8 Ex 5p
33000,151034,2010,chevrolet,Meriva,Meriva Joy 1.4 Mpfi 8v Econoflex 5p
27900,126000,2010,nissan,Grand,Livina 1.8 Sl Flex 5p
26490,106513,2012,nissan,Livina,1.8 Sl X-gear 16v Flex 4p Automático
29899,1,2012,fiat,Freemont,2.4 Emotion 5p
46490,146000,2006,chrysler,Caravan,3.3 Lx 5p
27999,134000,2012,chevrolet,Zafira,2.0 Elite Flex Power Aut. 5p
33900,80000,2009,kia,Carnival,3.8 Ex 5p
41900,179000,2005,chevrolet,Zafira,2.0 Elegance Flex Power Aut. 5p
19800,97000,1998,chrysler,Caravan,3.3 Le 5p
10000,189000,2012,chevrolet,Spin,Lt 5 Lugares
27900,0,2020,peugeot,Expert,Minibus
159900,79000,2014,jac,J6,2.0 16v Diamond 7l 5p
31990,88224,2007,honda,Fit,1.4 Lxl 8v
19990,200000,2004,honda,Fit,1.4 Lx 8v
18899,100000,2009,citroen,Xsara,Picasso 1.6 Glx Flex 5p
13900,94000,2009,honda,Fit,1.4 Lxl 16v
32990,123000,2011,jinbei,Topic,Van 2.0 16v Sl 4p
29900,172000,2000,hyundai,Atos,1.0 Prime Gls 5p
7900,167000,2007,chevrolet,Zafira,2.0 Elite Flex Power Aut. 5p
18995,140000,2003,citroen,Xsara,Picasso 2.0 Glx 5p
10700,199999,2005,citroen,Xsara,Picasso 2.0 Exclusive 5p
14490,134000,2011,chevrolet,Zafira,2.0 Elegance Flex Power Aut. 5p
28900,39000,2009,citroen,Grand,C4 Picasso 2.0 5p
39900,161000,2006,citroen,Xsara,Picasso 2.0 Exclusive Aut. 5p
14400,62000,2012,chevrolet,Zafira,2.0 Elegance Flex Power Aut. 5p
35300,85218,2014,fiat,Idea,1.8 Mpi Adventure 16v
39900,121700,2013,fiat,Doblo,1.8 16v Adventure Xingu Flex 5p
43990,144000,2008,chevrolet,Zafira,2.0 Expression Flex Power Aut. 5p
27990,49900,2018,citroen,Aircross,1.6 16v Start
142900,80000,2017,ford,Ka,1.0 Se 12v
38900,98000,2017,kia,Picanto,1.0 Ex Flex 5p
33880,77900,2011,fiat,Palio,1.0 Fire Economy Flex 5p
19800,116000,2014,ford,Fiesta,1.6 16v Se Flex Powershift 5p
33900,116000,2010,kia,Picanto,1.0 Ex 12v Gasolina 4p Manual
18590,92000,2008,audi,A3,Sportback 2.0 Tfsi S-tronic 5p
43900,146000,2009,volkswagem,Gol,1.6 Power Total Flex 5p
21900,153769,2010,volkswagem,Fox,1.0 Mi Trend 8v Flex 4p Manual
22000,212000,2012,fiat,Palio,1.0 Fire Economy Flex 3p
14900,999,2015,renault,Sandero,1.6 Expression Hi-power 5p
30990,96356,2011,citroen,C3,1.4 8v Glx Flex 5p
19900,46163,2020,volkswagem,Polo,1.0 5p
51900,90000,2007,chevrolet,Corsa,1.0 Maxx Flex Power 5p
17490,75000,2014,hyundai,Hb20,Hb20 1.0 Comfort Plus
34900,49000,2019,nissan,March,1.0 12v S 5p
36800,0,2021,renault,Kwid,1.0 12v Zen Sce 5p
43890,124339,2011,fiat,Punto,1.6 16v Essence Flex 5p
25900,30088,2018,renault,Kwid,1.0 12v Sce Intense
40990,152000,2016,fiat,Uno,1.0 Evo Vivace 8v
29990,88860,2015,fiat,Uno,Uno Attractive 1.0 Fire Flex 8v 5p
31900,100000,2012,volkswagem,Gol,1.0 Total Flex 3p
15899,116000,2012,fiat,Palio,1.0 Fire Economy Flex 5p
23500,109000,2012,peugeot,207,1.4 Xr Flex 3p
18900,93000,2006,ford,Fiesta,1.6 Flex 5p
16500,19000,2020,hyundai,Hb20,1.6 Launch Edition Flex Aut. 5p
68990,71000,2016,ford,Focus,2.0 Se Flex Powershift 5p
51990,177553,2003,chevrolet,Celta,1.0 5p
12000,65000,2016,citroen,C3,1.5 Tendance Flex 5p
35900,98000,2014,chevrolet,Celta,1.0 Lt Flex Power 5p
25990,20003,2020,ford,Ka,1.0 Se Flex 5p
46860,0,2020,hyundai,Hb20,1.6 Vision Flex Aut. 5p
72990,95000,2008,volkswagem,Polo,1.6 Total Flex 5p
24900,0,2021,volkswagem,Fox,Xtreme 1.6
60990,89850,2010,fiat,500,500 1.4 Lounge 16v Gasolina 2p Manual
29864,125000,2011,audi,A1,1.4 Tfsi Attraction S-tronic 3p
45900,170000,2009,renault,Sandero,1.0 16v Authentique Hi-flex 5p
15890,115000,2010,volkswagem,Polo,1.6 Vht Total Flex 5p
25990,43322,2007,chevrolet,Astra,2.0 Advantage Flex Power 5p
26900,30000,2020,fiat,Argo,1.0 Drive Flex 5p
49920,175000,2010,renault,Sandero,1.0 Expression 16v
19890,0,2020,chevrolet,Onix,1.0 Lt Turbo Aut. 5p
72870,98000,2007,honda,New,Civic Lxl
32500,86500,2011,ford,Ka,1.0 Flex 3p
57999,99989,2010,volkswagem,Fox,1.0 Vht Total Flex 5p
20999,89000,2013,volkswagem,Fox,1.0 Tec Total Flex 5p
27900,102300,2012,peugeot,207,1.4 Xr Flex 5p
18999,143000,2012,ford,Fiesta,1.0 Flex 5p
203000,56000,2013,ford,Fusion,2.0 Gtdi Titanium Awd Aut. 4p
66900,71000,2018,hyundai,Hb20s,1.0 Comfort Plus Turbo Flex 4p
46890,48000,2017,toyota,Corolla,1.8 16v Gli Flex Multi-drive 4p
71990,124000,2015,toyota,Corolla,1.8 16v Gli Flex Multi-drive 4p
64990,180000,2007,renault,Clio,Sedan 1.0 16v Privilège Hi-flex 4p
13600,124000,2009,fiat,Linea,1.9 16v Flex Dualogic 4p
26900,30860,2019,fiat,Cronos,1.3 Drive Gsr Flex 4p
57900,95500,2014,peugeot,408,1.6 Thp Griffe Aut. 4p
35000,81060,2016,ford,Fusion,2.0 Titanium Plus 16v Híbrido
93900,30000,2018,chevrolet,Cruze,1.4 Ltz Turbo Aut. 4p
84790,127000,2013,nissan,Versa,1.6 16v Sl Flex 4p
30999,119000,2016,honda,Civic,2.0 Lxr Flex Aut. 4p
63900,247000,2015,volkswagem,Voyage,1.6 Msi Comfortline Total Flex 4p
31900,13026,2019,fiat,Cronos,1.3 Drive Flex 4p
56900,125000,2005,chevrolet,Omega,3.6 V6 4p
18000,100000,2013,toyota,Corolla,1.8 16v Gli Flex Aut. 4p
48900,170000,2007,fiat,Siena,1.0 Fire Flex 4p
13999,24900,2018,volkswagem,Voyage,1.6 Msi Trendline Total Flex 4p
47960,24000,2020,ford,Ka,1.0 Se Flex 4p
46980,38700,2019,hyundai,Hb20s,1.0 Unique Flex 4p
51970,22000,2019,nissan,Versa,1.0 12v Conforto 4p
46950,28500,2019,chevrolet,Prisma,1.0 Joy 4p
49980,29000,2020,volkswagem,Voyage,1.0 12v Total Flex 4p
52970,116600,2012,ford,Fiesta,Sedan 1.6 Pulse Flex 4p
24999,135000,2012,honda,Civic,1.8 Exs Flex Aut. 4p
54990,88948,2014,chevrolet,Prisma,1.4 Ltz 4p
38000,120000,2013,renault,Fluence,2.0 Privilège X-tronic Hi-flex 4p
41890,59000,2018,nissan,Versa,1.0 12v S 4p
40900,40000,2018,chevrolet,Cruze,1.4 Ltz Turbo Aut. 4p
85900,161,2012,ford,Focus,Sedan 2.0 Glx Flex 4p
29990,23355,2019,chevrolet,Prisma,1.4 Lt Aut. 4p
59980,15000,2019,citroen,C4,Lounge 1.6 Shine Thp Flex Aut. 4p
79990,40991,2018,ford,Ka,1.0 Se Plus Flex 4p
43900,209100,2001,toyota,Corolla,1.8 16v Xei Aut. 4p
17600,125000,2016,citroen,C4,Lounge 2.0 Tendance Flex Aut. 4p
43500,70000,2015,bmw,Serie,3 2.0 Gp Active Flex Aut. 4p
89999,126,2009,ford,Focus,Sedan 2.0 Glx Aut. 4p
22900,150000,2006,renault,Clio,Sedan 1.6 16v Expression Hi-flex 4p
12990,110000,2011,toyota,Corolla,2.0 16v Xei Flex Aut. 4p
48890,37000,2019,ford,Ka,1.5 Se Flex 4p
42888,98000,2008,honda,Civic,1.8 Lxs Flex 4p
60000,108000,2011,bmw,Serie,3 2.0 Aut. 4p
53800,0,2021,hyundai,Hb20s,1.6 Vision Flex Aut. 4p
62600,192885,2013,jac,J5,1.5 16v 4p
24450,36500,2019,volkswagem,Voyage,1.6 Msi Total Flex 4p
45500,67000,2013,ford,Fiesta,Sedan 1.6 16v Se Flex 4p
26890,68000,2016,mercedes,Classe,C 2.0 Avantgarde Turbo 4p
134900,70000,2016,bmw,X1,2.0 16v Turbo Activeflex Sdrive20i 4p Automático
109900,135000,2007,ford,Ecosport,2.0 Xls Aut. 5p
23000,102000,2016,honda,Hr-v,1.8 Ex Flex Aut. 5p
70900,87000,2013,Mitsubishi,Asx,2.0 4x2 Cvt 5p
51990,56000,2016,audi,Q3,1.4 Tfsi Ambition S-tronic 5p
104900,66000,2014,ford,Ecosport,2.0 16v Titanium Flex Powershift 5p
47990,20000,2020,jeep,Renegade,2.0 Longitude 4x4 Aut. 5p
134990,25500,2018,jeep,Renegade,1.8 Limited Flex Aut. 5p
84990,75734,2015,kia,Sportage,2.0 Lx 4x4 Flex Aut. 5p
73900,0,2021,hyundai,Creta,1.6 Action Flex Aut. 5p
87390,0,2020,jeep,Renegade,1.8 Sport Flex Aut. 5p
87099,45496,2018,jeep,Compass,2.0 Trailhawk Aut. 5p
124900,47000,2018,jeep,Compass,2.0 Longitude Flex Aut. 5p
98990,100,2009,honda,Cr-v,2.0 Exl 4x4 Aut. 5p
46900,104000,2012,renault,Duster,1.6 16v Expression Hi-flex 5p
36800,90000,2016,bmw,X6,3.0 Xdrive35i 5p
229999,49000,2013,land rover,Rover,Evoque 2.0 Si4 Dynamic 5p
114870,0,2021,hyundai,Creta,1.6 Limited Flex Aut. 5p
106490,175000,2006,ford,Ecosport,1.6 Xls Flex 5p
23990,52393,2016,honda,Hr-v,1.8 16v Ex
79790,63000,2017,toyota,Hilux,Sw4 2.8 Srx 4x4 7 Lugares 16v Turbo Intercooler
219990,98000,2013,renault,Duster,1.6 16v Hi-flex 5p
58500,79000,2018,renault,Duster,1.6 16v Expression Sce 5p
56899,20000,2019,ford,Ecosport,1.5 Freestyle Flex Aut. 5p
71400,88000,2011,volvo,Xc60,3.0 Dynamic 5p
51990,55000,2012,land rover,Rover,Freelander 2.2 Sd4 Se 5p
81900,83000,2012,chevrolet,Captiva,2.4 Sport Ecotec 5p
44900,75223,2016,Mitsubishi,Outlander,2.0 16v
89790,84000,2016,jeep,Renegade,1.8 Sport Flex 5p
59900,78310,2008,land rover,Rover,Discovery 4.0 V6 S 5p
57800,150000,2007,ford,Ecosport,1.6 Xls Freestyle Flex 5p
23990,168000,2008,honda,Cr-v,2.0 Lx 4x2 Aut. 5p
37900,55000,2018,nissan,Kicks,1.6 16v S Aut.(direct) 5p
68500,50000,2015,mercedes,Gla,200 Advance
96800,66000,2016,renault,Duster,2.0 16v Dynamique Hi-flex Aut. 5p
52900,193000,2000,chevrolet,Blazer,2.8 Dlx 4x4 5p
42800,201000,2018,hyundai,Creta,1.6 Pulse Flex 5p
28500,100000,2012,Mitsubishi,Pajero,Tr4 2.0 4x2 Flex Aut. 5p
44900,30000,2018,jeep,Renegade,1.8 Sport Flex 5p
65900,196775,2008,hyundai,Tucson,2.0 Gls 4x2 Aut. 5p
29900,85072,2011,hyundai,Ix35,2.0 Gls 2wd Aut. 5p
53900,29161,2017,chevrolet,Tracker,1.4 Lt Turbo Aut. 5p
75980,8298,2020,citroen,C4,Cactus 1.6 Feel 16v 5p
73980,67000,2015,mercedes,Classe,Gla 1.6 Advance Turbo 5p
106990,13345,2020,volvo,Xc40,2.0 T5 Momentum Awd 5p
204990,55240,2016,volkswagem,Tiguan,2.0 Fsi 5p
79990,22570,2019,mercedes,Classe,Gla 1.6 Advance Turbo Flex 5p
62990,70000,2016,toyota,Hilux,2.8 Tdi Srx Cab. Dupla 4x4 Aut. 4p
249990,1,2020,ford,Ranger,2.2 Xls Cab. Dupla 4x4 Aut. 4p
163900,20110,2020,volkswagem,Saveiro,1.6 Flex
51800,57985,2016,chevrolet,S10,2.4 Advantage Cab. Dupla 4x2 Flex 4p
81990,83829,2016,fiat,Strada,1.4 Working Flex 2p
35990,81000,2017,ford,Ranger,3.2 Xlt Cab. Dupla 4x4 Aut. 4p
149890,43000,2018,nissan,Frontier,2.3 Le Cab. Dupla 4x4 Aut. 4p
149900,82926,2017,fiat,Strada,1.4 Hard Working Flex 2p
44980,0,2021,fiat,Toro,2.0 Endurance 4x4 Aut. 4p
145000,90000,2018,ford,Ranger,2.5 Xls Cab. Dupla 4x2 Flex 4p
99999,0,2021,fiat,Toro,1.8 Endurance 16v Flex 4x2 4p
89890,65000,2019,volkswagem,Saveiro,1.6 Trendline Cab. Simples Total Flex 2p
51900,74232,2020,chevrolet,S10,2.8 Ls Cab. Dupla 4x4 4p
125900,58450,2019,chevrolet,S-10,2.8 Ls 4x4 Cd 16v Turbo Diesel 4p Manual
119890,55000,2019,fiat,Toro,2.0 Ranch 4x4 Aut. 4p
129790,87000,2018,toyota,Hilux,2.8 Tdi Srv Cab. Dupla 4x4 Aut. 4p
179900,0,2021,renault,Master,2.3 L2h1 2p
143900,27,2021,fiat,Strada,1.3 Freedom Cab. Plus Flex 2p
78500,0,2021,mercedes,Sprinter,Chassi 2.2 Cdi 314 Street Rs Longo 2p
186900,46000,2019,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
135900,139000,2010,chevrolet,Montana,1.4 Conquest Econoflex 2p
24999,44000,2019,fiat,Toro,1.8 16v Freedom Flex 4x2 Aut. 4p
88990,108110,2019,ford,Ranger,3.2 Limited Cab. Dupla 4x4 Aut. 4p
172900,46000,2020,fiat,Toro,1.8 16v Freedom Flex 4x2 Aut. 4p
92990,0,2021,nissan,Frontier,2.3 Attack Cab. Dupla 4x4 Aut. 4p
189900,0,2021,fiat,Strada,1.4 Endurance Cab. Plus Flex 2p
66990,15000,2020,volkswagem,Saveiro,1.6 Robust Cab. Simples Total Flex 2p
65900,0,2021,fiat,Toro,2.0 Ranch 4x4 Aut. 4p
156870,0,2021,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
149900,0,2021,fiat,Toro,Ultra 2.0 4x4 Diesel
157900,49497,2018,fiat,Strada,1.4 Hard Working Flex 2p
44990,57985,2016,chevrolet,S10,2.4 Advantage Cab. Dupla 4x2 Flex 4p
81990,49000,2018,fiat,Toro,1.8 16v Freedom Flex 4x2 Aut. 4p
84900,77000,2019,volkswagem,Saveiro,1.6 Robust Cab. Simples Total Flex 2p
47900,6000,2020,renault,Master,2.3 L2h1 2p
149900,80000,2017,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
105000,20110,2020,volkswagem,Saveiro,Robust Cabine Simples
51800,55428,2019,volkswagem,Saveiro,Robust Cabine Simples
46800,67000,2018,volkswagem,Amarok,2.0 Se Cab. Dupla 4x4 4p
111900,155000,2010,chevrolet,S10,2.4 Executive Cab. Dupla 4x2 Flexpower 4p
46900,0,2020,fiat,Toro,2.0 Volcano 4x4 Aut. 4p
143443,35000,2019,chevrolet,Montana,1.4 Ls Econoflex 2p
53900,60000,2018,fiat,Strada,1.4 Working Flex 2p
41900,500000,1970,chevrolet,Pick,Up C-10 C-14
35000,47895,2019,fiat,Strada,1.4 Hard Working Cab. Dupla Flex 3p
63890,80000,2017,fiat,Toro,1.8 16v Freedom Flex 4x2 Aut. 4p
79900,40000,2020,volkswagem,Saveiro,1.6 Trendline Cab. Simples Total Flex 2p
56799,155000,2018,volkswagem,Saveiro,1.6 Robust Cab. Simples Total Flex 2p
129870,0,2022,renault,Master,L1h1 Furgão
149000,0,2022,renault,Master,L1h1 Furgão
149000,0,2022,renault,Master,L1h1 Furgão
149000,0,2022,renault,Master,L1h1 Furgão
149000,0,2022,renault,Master,L1h1 Furgão
149000,8144,2019,hyundai,Hr,Furgão
123500,298760,2013,mercedes,Sprinter,Furgão 311 Cdi 2.2 Street Extra Longo
115000,298760,2013,mercedes,Sprinter,Furgão 311 Cdi 2.2 Street Extra Longo
115000,298760,2013,mercedes,Sprinter,Furgão 311 Cdi 2.2 Street Extra Longo
115000,0,2021,mercedes,Sprinter,Sprinter Furgão 314 Cdi Street 2.2 Extra Longo 0km
198000,138703,2014,mercedes,Sprinter,Mercedes-benz Sprinter Furgão 2.2 311 Cdi Street Longo Teto
105000,230000,2014,fiat,Ducato,2.3 Minibus 16 Lugares 16v Turbo Intercooler Diesel Manual
87000,0,2021,mercedes,Sprinter,Sprinter Furgão 314 Cdi Street 2.2 Extra Longo 0km
198000,90152,2019,mercedes,Sprinter,Furgão 2.2 Curto 313 Cdi Street Teto Baixo
134000,90152,2019,mercedes,Sprinter,Furgão 2.2 Curto 313 Cdi Street Teto Baixo
134000,90152,2019,mercedes,Sprinter,Sprinter Furgão 2.2 Curto 313 Cdi Street Teto Baixo
134000,10,2021,renault,Master,2.3 Grand L2h2 5p
166900,0,2021,renault,Master,2.3 L1h1 5p
145900,0,2021,mercedes,Sprinter,"Furgão 2.2 Cdi 416 Longo Teto Alto 10,5m3 5p"
172900,0,2020,fiat,Ducato,Furgão
173900,0,2019,fiat,Ducato,Chassi
159900,0,2021,renault,Master,2.3 Extra L3h2 5p
159900,0,2021,fiat,Ducato,2.3 (13m3) 5p
166900,0,2021,fiat,Ducato,2.3 Curto (8m3) 5p
147900,0,2020,fiat,Ducato,Baú
145900,0,2021,renault,Master,2.3 Extra L3h2 Vitrè 5p
172000,140000,2017,renault,Master,2.3 L1h1 5p
103900,43000,2020,renault,Master,2.3 L1h1 5p
129900,122000,2018,renault,Master,2.3 Extra L3h2 5p
137900,0,2020,renault,Master,2.3 Grand L2h2 5p
149990,0,2020,renault,Master,2.3 Extra L3h2 5p
159900,0,2020,peugeot,Expert,1.6 Hdi Business Pack Td Blue 5p
129990,80000,2018,renault,Master,2.3 Grand L2h2 5p
124900,0,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
129990,42000,2019,fiat,Fiorino,1.4 Hard Working Flex 4p
63890,1,2013,renault,Master,2.5 Dci L3h2 5p
79900,0,2021,mercedes,Sprinter,Furgão 314 Furgão Extra Longo Teto Alto (14m³)
199000,0,2021,mercedes,Sprinter,Furgão 314 Furgão Extra Longo Teto Alto (14m³)
199000,0,2021,mercedes,Sprinter,Furgão 314 Furgão Extra Longo
199000,0,2021,mercedes,Sprinter,Furgão 314 Furgão Extra Longo
199000,90158,2019,mercedes,Sprinter,Furgão 2.2 Curto 313 Cdi Street Teto Baixo
134000,90158,2019,mercedes,Sprinter,Sprinter Furgão 2.2 Curto 313 Cdi Street Teto Baixo
134000,90158,2019,mercedes,Sprinter,Sprinter Furgão 2.2 Curto 313 Cdi Street Teto Baixo
134000,0,2021,mercedes,Sprinter,Sprinter Furgão 314 Cdi Street 2.2 Extra Longo 0km
198000,0,2021,mercedes,Sprinter,Sprinter Furgão Longo 314 Cdi Street 14m³
198000,0,2021,mercedes,Sprinter,Sprinter Furgão 314 Cdi Street 2.2 Extra Longo
198000,0,2021,mercedes,Sprinter,Sprinter Furgão 314 Cdi Street 2.2 Extra Longo 0km
198000,0,2020,mercedes,Sprinter,Sprinter Furgão 314 Cdi Street 2.2 Extra Longo 0km
38500,100,2015,renault,Master,2.3 Executive L3h2 16l 5p
99990,58000,2016,renault,Master,2.3 Executive L3h2 16l 5p
110000,1,2006,citroen,Jumper,2.8 16lug.  Diesel
42900,92000,2013,volkswagem,Kombi,1.4 Standard Total Flex 3p
39990,197866,2012,volkswagem,Kombi,1.4 Standard Total Flex 3p
32900,108946,2015,renault,Master,2.3 Standard L2h2 16l 5p
92000,233256,2016,renault,Master,2.3 Executive L3h2 16l 5p
107900,118000,2012,volkswagem,Kombi,1.4 Standard Total Flex 3p
38990,118000,2012,volkswagem,Kombi,1.4 Standard Total Flex 3p
39999,0,2020,mercedes,Sprinter,Van 416 Escolar
159900,0,2018,fiat,Ducato,2.3 Comfort (15l) 5p
194900,0,2020,renault,Master,Escolar
114800,0,2020,mercedes,Sprinter,Van 416 Escolar 28 Lugares
178900,0,2020,mercedes,Sprinter,Van Escolar 28 Lugares
178900,0,2019,fiat,Ducato,Executiva
161900,0,2019,mercedes,Sprinter,Van Escolar
193900,0,2019,fiat,Ducato,2.3 Comfort El (15l) 5p
197900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2019,mercedes,Sprinter,Van 2.2 Cdi 415 Luxo Teto Alto 5p
193900,0,2019,fiat,Ducato,2.3 Comfort (15l) 5p
194900,0,2019,fiat,Ducato,2.3 Comfort (15l) 5p
194900,0,2019,fiat,Ducato,Executiva
161900,0,2020,mercedes,Sprinter,Van Executiva
184900,0,2019,mercedes,Sprinter,Van 2.2 Cdi 515 Teto Alto 5p
196900,0,2019,fiat,Ducato,2.3 Comfort (15l) 5p
197900,0,2020,mercedes,Sprinter,Van Escolar 20l
167900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
182900,0,2020,mercedes,Sprinter,Van 416 Escolar 28 Lugares
178900,0,2020,renault,Master,Escolar 20
137900,0,2020,fiat,Ducato,Executiva
188900,0,2020,mercedes,Sprinter,Van Escolar 20 Lug
167900,0,2020,renault,Master,Executiva
171900,0,2021,mercedes,Sprinter,Van Executiva
229900,0,2019,mercedes,Sprinter,Van 2.2 Cdi 515 Teto Alto 5p
196900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
210900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2019,mercedes,Sprinter,Van 2.2 Cdi 515 Teto Alto 5p
196900,280000,2010,renault,Master,2.5 Dci L2h2 16l 5p
69900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
195900,0,2019,mercedes,Sprinter,Van 415 Cdi 25 Lugares
179900,0,2019,mercedes,Sprinter,Van 415 Cdi 25 Lugares
179900,0,2019,mercedes,Sprinter,Van 2.2 Cdi 515 Teto Alto 5p
54790,40000,2015,mercedes,Classe,A 2.0 Amg 4matic 5p
175900,73274,2011,chery,Face,1.3 16v 5p
15500,189342,2006,fiat,Idea,1.4 Elx Flex 5p
16900,202000,1999,mercedes,Classe,A 1.6 Classic 5p
9990,96800,2014,citroen,Aircross,1.6 16v Glx Flex 5p
28900,0,2017,honda,Fit,1.5 Lx Flex Aut. 5p
57900,108000,2008,chrysler,Pt,Cruiser 2.4 Limited 5p
22500,71849,2015,citroen,Aircross,1.6 16v Tendance Flex 5p
36549,56239,2018,honda,Fit,1.5 Exl Flex Aut. 5p
67990,96000,2014,honda,Fit,1.4 Dx Flex 5p
36300,90000,2011,chevrolet,Meriva,1.8 Expression Flex Power Easytronic 5p
28990,1,2013,honda,Fit,1.4 Lx Flex Aut. 5p
39990,163000,2007,chevrolet,Meriva,1.8 Maxx Flex Power 5p
19900,0,2021,chevrolet,Spin,1.8 Activ 7l Aut. 5p
90900,116000,2009,chrysler,Pt,Cruiser 2.4 Classic 5p
25990,131000,2014,mercedes,Classe,B 1.6 Sport Turbo 5p
56900,0,2020,peugeot,2008,1.6 16v Griffe Flex Aut. 5p
93990,56000,2015,honda,Fit,1.5 Exl Flex Aut. 5p
56990,99800,2013,citroen,Aircross,1.6 16v Glx Flex 5p
37879,114433,2014,honda,Fit,1.4 Lx Flex Aut. 5p
36900,154000,2010,honda,Fit,1.4 Lxl Flex Aut. 5p
30999,139000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
31800,168955,2006,chevrolet,Meriva,1.8 Joy Flex Power 5p
19999,45703,2018,peugeot,2008,1.6 16v Griffe Flex Aut. 5p
60990,27000,2014,mercedes,Classe,A 1.6 Style Turbo 5p
83000,0,2012,citroen,Aircross,1.6 16v Exclusive Flex 5p
29999,136000,2008,fiat,Idea,1.8 Adventure Flex 5p
21900,0,2020,honda,Fit,1.5 Ex Flex Aut. 5p
76500,18000,2006,chrysler,Pt,Cruiser 2.4 Classic 5p
42000,218000,2004,fiat,Doblo,1.8 Elx 5p
21900,9500,2018,honda,Fit,1.5 Exl Flex Aut. 5p
76900,35826,2011,honda,Fit,1.4 Dx Flex 5p
35000,0,2021,chevrolet,Spin,1.8 Premier 7l Aut. 5p
87500,92000,2013,chevrolet,Spin,1.8 Ltz 7l Aut. 5p
49900,125000,2008,honda,Fit,1.4 Lx Flex 5p
24990,63400,2016,mercedes,Vito,Tourer 2.0 119 Comfort Flex 4p
108900,60500,2014,citroen,C3,Picasso 1.6 16v Glx Flex Aut. 5p
33900,16000,2019,honda,Fit,1.5 Exl Flex Aut. 5p
82000,62400,2014,mercedes,Classe,A 1.6 Urban Turbo 5p
71990,139000,2008,chevrolet,Meriva,1.8 Maxx Flex Power 5p
21000,121000,2010,chevrolet,Meriva,1.8 Ss Flex Power Easytronic 5p
23999,35000,2016,honda,Fit,1.5 Ex Flex Aut. 5p
56499,85200,2011,fiat,Idea,1.8 16v Sporting Flex 5p
27900,97000,2014,chevrolet,Spin,1.8 Lt 5l 5p
36990,129000,2007,honda,Fit,1.4 Lxl 5p
23990,51000,2016,peugeot,2008,1.6 16v Griffe Flex 5p
50900,159000,2007,honda,Fit,1.4 Lx 5p
21900,92000,2013,citroen,C3,Picasso C3 Picasso Glx 1.5 8v (flex)
44600,195200,2008,chevrolet,Zafira,2.0 Comfort Flex Power 5p
23900,1,2014,dodge,Journey,3.6 R/t Awd 5p
64900,88000,2011,chevrolet,Zafira,2.0 Elite Flex Power Aut. 5p
33900,98000,2011,kia,Carens,2.0 Ex 5p
30500,74000,2015,fiat,Freemont,2.4 Precision 5p Automática
64000,130000,2007,fiat,Doblo,1.8 Adventure Try On Flex 5p
