marca,modelo,motor,ano,quilometragem,novo,preco
toyota,Etios,1.5,2019,53000,0,49800
renault,Megane,2.0,2011,150000,0,23000
honda,City,1.5,2019,12000,0,96990
ford,Ka,1.0,2021,0,1,56900
ford,Focus,2.0,2017,66000,0,51000
hyundai,Hb20s,1.0,2021,0,1,63990
fiat,Linea,1.8,2013,146000,0,28990
ford,Ka,1.0,2020,0,1,51099
hyundai,Hb20s,1.0,2021,0,1,63990
hyundai,Hb20s,1.6,2021,0,1,78090
hyundai,Hb20s,1.0,2021,0,1,65490
hyundai,Hb20s,1.6,2021,0,1,78090
citroen,C4,1.6,2017,76962,0,52800
volkswagem,Passat,2.0,2018,8200,0,172900
peugeot,207,1.4,2013,100000,0,20890
fiat,Grand,1.6,2014,100000,0,34900
volkswagem,Nivus,1.0,2021,0,1,167000
ford,Ecosport,2.0,2012,112000,0,36900
audi,Q5,2.0,2020,8000,0,285000
ford,Ecosport,1.6,2016,64000,0,52890
ford,Ecosport,1.6,2009,173000,0,27900
bmw,X5,4.4,2021,130,0,699950
hyundai,Creta,2.0,2017,80000,0,83900
kia,Sportage,2.0,2016,67870,0,87800
honda,Cr-v,2.0,2010,218172,0,46900
ford,Ecosport,1.5,2020,2400,0,90900
jeep,Renegade,1.8,2016,67000,0,64900
mercedes,Classe,1.6,2019,43890,0,146990
audi,Q7,3.0,2019,11000,0,379990
audi,Q3,2.0,2014,91000,0,81800
honda,Hr-v,1.8,2016,85000,0,76890
honda,Hr-v,1.8,2018,59000,0,84890
hyundai,Creta,,2020,0,1,105990
hyundai,Creta,,2021,0,1,108990
honda,Hr-v,1.8,2016,98000,0,76890
volkswagem,T-cross,1.0,2020,13900,0,102900
jac,T40,1.6,2020,26008,0,69800
hyundai,Creta,2.0,2021,0,1,116590
hyundai,Creta,2.0,2021,0,1,116990
jeep,Compass,2.0,2021,0,1,133350
mercedes,Classe,3.0,2008,180000,0,60000
renault,Duster,1.6,2015,116274,0,42900
jeep,Cherokee,3.7,2008,160000,0,50900
jeep,Compass,2.0,2021,1,0,182099
land rover,Rover,3.0,2010,128082,0,89890
chery,Tiggo,1.5,2020,23000,0,93000
volkswagem,Nivus,1.0,2021,0,1,103900
ford,Ecosport,1.6,2017,61000,0,58900
land rover,Rover,2.0,2019,5100,0,359000
hyundai,Ix35,2.0,2013,63000,0,68990
hyundai,Ix35,2.0,2013,59000,0,68990
ford,Ecosport,2.0,2019,31000,0,78990
ford,Ecosport,2.0,2017,75000,0,56500
hyundai,Ix35,2.0,2015,100,0,68990
renault,Duster,2.0,2014,61590,0,44900
jeep,Renegade,1.8,2016,46000,0,62900
bmw,X5,3.0,2016,52000,0,239990
Mitsubishi,Pajero,3.5,2011,82000,0,53900
ford,Ecosport,1.6,2011,118000,0,34900
ford,Ecosport,1.6,2009,112000,0,28500
kia,Sportage,2.0,2014,75000,0,70000
bmw,X6,4.4,2010,67619,0,135900
honda,Cr-v,2.0,2008,158000,0,37900
honda,Cr-v,2.0,2010,155000,0,49900
fiat,Toro,2.0,2021,0,1,139900
chevrolet,S10,2.8,2019,29000,0,154990
fiat,Toro,2.0,2021,0,1,155990
fiat,Toro,2.0,2021,0,1,142990
fiat,Toro,2.0,2021,0,1,152990
ford,Ranger,3.2,2016,86000,0,144900
nissan,Frontier,2.5,2012,168000,0,79990
chevrolet,S-10,2.8,2014,125000,0,118900
ford,Ranger,3.2,2020,8000,0,249900
ford,Ranger,3.2,2020,3000,0,194900
chevrolet,S-10,2.8,2018,117000,0,124900
fiat,Toro,2.0,2021,0,1,175900
toyota,Hilux,2.8,2019,38500,0,204800
chevrolet,S10,2.8,2017,141000,0,108800
volkswagem,Saveiro,1.6,2020,9000,0,85800
fiat,Strada,1.3,2021,0,1,77900
chevrolet,Montana,1.4,2020,27199,0,59000
fiat,Strada,1.8,2006,89000,0,17800
volkswagem,Amarok,3.0,2018,55500,0,192800
chevrolet,S10,2.8,2021,0,1,218800
fiat,Strada,1.3,2021,0,1,96900
fiat,Strada,1.3,2021,0,1,96900
toyota,Hilux,2.8,2016,154000,0,156900
volkswagem,Saveiro,1.6,2018,64000,0,45900
fiat,Strada,1.4,2016,125140,0,35990
toyota,Hilux,2.8,2021,0,1,244800
volkswagem,Saveiro,1.6,2020,15800,0,61800
chevrolet,Trailblazer,2.8,2019,70000,0,193000
fiat,Strada,1.4,2020,41104,0,53991
chevrolet,S10,2.8,2018,50000,0,114990
fiat,Toro,2.0,2019,1,0,135900
fiat,Toro,2.0,2021,0,1,152990
chevrolet,Trailblazer,2.8,2016,12600,0,109900
fiat,Toro,1.8,2020,6000,0,99900
fiat,Strada,1.4,2019,58000,0,48500
fiat,Toro,2.0,2020,0,1,143999
fiat,Strada,1.4,2021,1,0,61323
chevrolet,S10,2.8,2013,1,0,90000
chevrolet,Montana,1.4,2021,0,1,65990
toyota,Hilux,2.7,2015,172000,0,89900
chevrolet,Montana,1.4,2017,60000,0,48900
toyota,Hilux,3.0,2013,249000,0,106900
volkswagem,Saveiro,1.6,2014,100000,0,46900
chevrolet,S10,2.8,2021,0,1,207900
toyota,Hilux,3.0,2012,185000,0,112900
nissan,Frontier,2.3,2020,10369,0,171900
ford,Ranger,2.5,2001,295000,0,38900
renault,Master,2.5,2013,1,0,82005
renault,Master,2.5,2013,1,0,82004
renault,Master,2.5,2013,1,0,82003
renault,Master,2.5,2013,1,0,82002
renault,Master,2.5,2013,1,0,82001
renault,Master,2.5,2013,1,0,82000
peugeot,Boxer,2.8,2006,246580,0,49900
fiat,Fiorino,1.4,2021,0,1,70500
fiat,Ducato,2.3,2014,1,0,82213
fiat,Ducato,2.3,2014,1,0,82212
fiat,Ducato,2.3,2014,1,0,82210
fiat,Ducato,2.3,2014,1,0,82209
fiat,Ducato,2.3,2014,1,0,82208
fiat,Ducato,2.3,2014,1,0,82207
fiat,Ducato,2.3,2014,1,0,82206
fiat,Ducato,2.3,2014,1,0,82205
fiat,Ducato,2.3,2014,1,0,82204
fiat,Ducato,2.3,2014,1,0,82203
fiat,Ducato,2.3,2014,1,0,82202
fiat,Ducato,2.3,2014,1,0,82201
fiat,Ducato,2.3,2014,1,0,82200
fiat,Ducato,2.3,2014,1,0,82119
fiat,Ducato,2.3,2014,1,0,82118
fiat,Ducato,2.3,2014,1,0,82116
fiat,Ducato,2.3,2014,1,0,82115
fiat,Ducato,2.3,2014,1,0,82113
fiat,Ducato,2.3,2014,1,0,82112
fiat,Ducato,2.3,2014,1,0,82111
fiat,Ducato,2.3,2014,1,0,82110
fiat,Ducato,2.3,2014,1,0,82109
fiat,Ducato,2.3,2014,1,0,82108
fiat,Ducato,2.3,2014,1,0,82107
fiat,Ducato,2.3,2014,1,0,82106
fiat,Ducato,2.3,2014,1,0,82105
fiat,Ducato,2.3,2014,1,0,82104
fiat,Ducato,2.3,2014,1,0,82103
fiat,Ducato,2.3,2014,1,0,82102
fiat,Ducato,2.3,2014,1,0,82101
fiat,Ducato,2.3,2014,1,0,82100
fiat,Ducato,2.3,2014,122500,0,82010
fiat,Ducato,2.3,2014,122500,0,82009
fiat,Ducato,2.3,2014,122500,0,82008
fiat,Ducato,2.3,2014,122500,0,82006
fiat,Ducato,2.3,2014,122500,0,82005
fiat,Ducato,2.3,2014,122500,0,82004
fiat,Ducato,2.3,2014,122500,0,82003
fiat,Ducato,2.3,2014,122500,0,82000
fiat,Ducato,2.8,2009,282000,0,59910
mercedes,Sprinter,2.2,2014,300000,0,79999
mercedes,Sprinter,2.2,2010,180000,0,85000
renault,Master,2.3,2014,167000,0,95000
fiat,Ducato,2.3,2013,1,0,79990
ford,Transit,2.4,2009,255362,0,49800
mercedes,Sprinter,2.2,2006,490800,0,55000
fiat,Ducato,2.3,2012,155000,0,70000
peugeot,Boxer,2.3,2011,178653,0,56900
renault,Master,2.5,2010,300000,0,65000
mercedes,Sprinter,2.2,2016,217000,0,125000
fiat,Ducato,2.3,2014,152000,0,74500
renault,Master,2.5,2009,320203,0,47500
renault,Master,2.5,2011,646000,0,70000
fiat,Ducato,2.3,2014,269000,0,76000
renault,Master,2.3,2018,95000,0,160000
fiat,Ducato,2.8,2008,276000,0,50500
renault,Master,2.3,2015,141000,0,95000
volkswagem,Kombi,1.4,2010,23000,0,25000
citroen,Jumper,2.8,2009,267000,0,42000
fiat,Ducato,2.3,2011,400237,0,60000
peugeot,Boxer,2.3,2010,179000,0,59500
volkswagem,Kombi,1.4,2012,195800,0,28800
mercedes,Sprinter,2.2,2016,235000,0,122340
fiat,Ducato,2.3,2013,176785,0,71000
citroen,Jumper,2.3,2011,238000,0,50000
mercedes,Sprinter,2.2,2005,230000,0,50000
peugeot,Boxer,,2013,74520,0,77500
volkswagem,Kombi,,1996,78000,0,24600
mercedes,Sprinter,2.2,2015,258000,0,106000
volkswagem,Kombi,1.4,2013,85000,0,32500
citroen,Jumper,2.3,2012,300000,0,50000
renault,Master,2.5,2008,310800,0,46000
fiat,Ducato,2.8,2003,307000,0,40000
peugeot,Boxer,2.3,2013,69700,0,89000
volkswagem,Kombi,1.4,2006,130000,0,19500
peugeot,Boxer,2.3,2010,153000,0,68900
peugeot,Boxer,2.3,2011,604,0,45000
peugeot,Boxer,2.8,2008,270000,0,35000
volkswagem,Kombi,1.6,2000,100000,0,27000
kia,Besta,2.7,2001,480000,0,19900
citroen,Jumper,2.8,2008,111111,0,250000
mercedes,Sprinter,2.2,2006,129000,0,46000
volkswagem,Kombi,1.4,2009,310000,0,21000
peugeot,Boxer,2.3,2011,290000,0,55000
peugeot,Boxer,2.3,2011,141000,0,62000
peugeot,Boxer,2.3,2013,165000,0,71999
mercedes,Sprinter,2.5,2001,1100,0,36000
renault,Master,2.3,2015,100000,0,116600
chevrolet,Spin,1.8,2020,26500,0,87000
chevrolet,Spin,1.8,2020,11250,0,62890
fiat,Idea,1.8,2012,60000,0,30000
chevrolet,Meriva,1.8,2009,140000,0,20000
chevrolet,Spin,1.8,2017,89000,0,71000
fiat,Idea,1.4,2011,145000,0,24000
mercedes,Classe,1.6,2003,10,0,9900
honda,Fit,1.4,2007,130000,0,17000
honda,Fit,1.5,2017,38800,0,57500
chevrolet,Spin,1.8,2015,112000,0,43000
fiat,Idea,1.8,2009,186,0,18000
honda,Fit,1.4,2008,152000,0,24900
honda,Fit,1.4,2009,122000,0,33000
fiat,Idea,1.4,2012,147925,0,27000
chevrolet,Meriva,1.8,2010,124000,0,21000
mercedes,Classe,2.0,2019,6800,0,248000
chevrolet,Spin,1.8,2014,75600,0,38500
chevrolet,Spin,1.8,2016,106000,0,46000
chevrolet,Spin,1.8,2018,46512,0,59999
chevrolet,Meriva,1.8,2008,173000,0,19500
chevrolet,Cobalt,1.4,2012,136000,0,31500
chevrolet,Spin,1.8,2016,250,0,50000
chevrolet,Meriva,1.4,2009,107000,0,25500
citroen,Aircross,1.6,2012,98000,0,30000
honda,Fit,1.5,2008,320000,0,19000
suzuki,S-cross,1.6,2016,41100,0,57100
honda,Fit,1.5,2015,74000,0,55000
fiat,Idea,1.8,2011,148000,0,30900
honda,Fit,1.4,2010,98000,0,29000
citroen,Aircross,1.6,2015,33000,0,39000
honda,Fit,1.4,2013,120000,0,34900
citroen,C3,1.5,2013,75000,0,28900
citroen,Aircross,1.6,2015,88300,0,37200
chevrolet,Meriva,1.8,2007,242955,0,20000
chevrolet,Meriva,1.8,2008,259000,0,18000
citroen,C3,1.6,2012,85000,0,29500
fiat,Idea,1.4,2008,305000,0,17000
chevrolet,Meriva,1.4,2010,170000,0,18010
chevrolet,Meriva,1.8,2008,160000,0,20000
honda,Fit,1.4,2013,122229,0,36300
fiat,Idea,1.8,2010,139644,0,21900
peugeot,2008,1.6,2020,18000,0,94000
honda,Fit,1.4,2011,89486,0,36799
chrysler,Pt,2.4,2010,86000,0,30000
chevrolet,Spin,1.8,2017,160000,0,48000
chevrolet,Spin,1.8,2014,205000,0,33800
honda,Fit,1.4,2010,130000,0,34900
honda,Fit,1.5,2015,89000,0,51000
citroen,Xsara,2.0,2004,222753,0,12500
chevrolet,Zafira,2.0,2009,138000,0,21000
nissan,Grand,1.8,2012,122000,0,28500
citroen,Xsara,2.0,2011,150000,0,19900
chevrolet,Zafira,2.0,2010,125000,0,26900
citroen,Xsara,2.0,2005,150000,0,15000
kia,Soul,1.6,2010,124000,0,30000
jinbei,Topic,2.0,2012,75000,0,25000
nissan,Livina,1.8,2010,201000,0,22500
citroen,Xsara,2.0,2004,215000,0,9500
citroen,Xsara,2.0,2008,22,0,1000
renault,Scenic,2.0,1999,226866,0,9500
citroen,C4,2.0,2011,2100,0,24900
chrysler,Caravan,2.4,2000,164195,0,13500
citroen,Xsara,1.6,2007,100000,0,13500
fiat,Doblo,1.8,2015,92000,0,44000
citroen,C4,2.0,2014,70300,0,40990
ford,Windstar,3.8,1996,137000,0,35000
renault,Scenic,1.6,2000,247500,0,9500
nissan,Grand,1.8,2010,112000,0,28500
renault,Master,2.3,2013,255,0,76500
chrysler,Caravan,3.3,2006,130000,0,30560
volkswagem,Kombi,,1996,3000,0,26000
chevrolet,Zafira,2.0,2004,108000,0,19900
fiat,Elba,1.6,1996,99999,0,7500
citroen,Xsara,2.0,2002,188822,0,8000
renault,Scenic,2.0,2006,125000,0,14900
chevrolet,Zafira,2.0,2005,300000,0,16000
jac,J6,2.0,2014,75000,0,23500
citroen,Xsara,2.0,2005,136000,0,11999
citroen,Berlingo,1.8,2001,250000,0,9500
kia,Soul,1.6,2011,97000,0,33900
kia,Soul,1.6,2010,128,0,30000
hyundai,Atos,1.0,2000,145000,0,10000
nissan,Livina,1.8,2012,63000,0,30000
chevrolet,Zafira,2.0,2006,108000,0,24000
citroen,C4,2.0,2011,132000,0,26500
nissan,Livina,1.8,2010,138000,0,24500
dodge,Journey,2.7,2010,242733,0,29000
renault,Scenic,2.0,2005,129520,0,13499
chevrolet,Zafira,2.0,2002,1,0,15000
chevrolet,Zafira,2.0,2008,128697,0,22800
citroen,Xsara,2.0,2007,160000,0,14500
jinbei,Topic,2.0,2013,118500,0,35000
citroen,Xsara,1.6,2010,132000,0,24900
citroen,C3,1.4,2011,107000,0,21990
ford,Ka,1.0,2018,46392,0,41900
ford,Ka,1.0,2012,96000,0,19000
nissan,March,1.0,2019,44000,0,39990
chevrolet,Onix,1.0,2021,0,1,65000
kia,Picanto,1.0,2011,140000,0,19999
ford,Fiesta,1.0,2008,111000,0,17999
chevrolet,Sonic,1.6,2014,134000,0,35999
ford,Fiesta,1.6,2014,85000,0,31000
citroen,C3,1.4,2008,188500,0,20900
hyundai,Hb20x,1.6,2016,55294,0,55880
chevrolet,Onix,1.0,2019,39409,0,45890
hyundai,Hb20x,1.6,2015,73900,0,43900
renault,Kwid,1.0,2019,27295,0,39900
audi,Rs3,2.5,2016,25000,0,269800
toyota,Etios,1.5,2020,15704,0,61900
citroen,C4,2.0,2010,135000,0,26000
volkswagem,Up!,1.0,2018,62047,0,56900
volkswagem,Up!,1.0,2020,42000,0,55900
fiat,Punto,1.6,2011,163100,0,27850
ford,Ka,1.0,2013,49887,0,23980
citroen,C3,1.6,2015,49887,0,38980
fiat,Palio,1.0,2010,115887,0,21980
ford,Fiesta,1.0,2012,50000,0,21000
ford,Fiesta,1.0,2008,60000,0,16000
fiat,Palio,1.0,2013,160418,0,26500
chevrolet,Agile,1.4,2011,94300,0,22980
chevrolet,Agile,1.4,2011,94500,0,22999
chevrolet,Agile,1.4,2011,94000,0,22900
toyota,Etios,1.5,2015,105100,0,34990
volkswagem,Fox,1.0,2015,103250,0,36890
hyundai,Hb20,1.0,2017,76500,0,41500
fiat,Punto,1.4,2011,98741,0,32990
citroen,C3,1.4,2011,87000,0,21899
renault,Sandero,1.0,2020,36000,0,44890
renault,Kwid,1.0,2020,31200,0,39500
ford,Fiesta,1.0,2012,112000,0,22990
hyundai,Hb20x,1.6,2014,89000,0,43800
chevrolet,Celta,1.0,2009,128,0,21980
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2021,52290,0,52290
hyundai,Hb20,1.0,2021,0,1,56290
hyundai,Hb20,1.0,2021,0,1,52290
ford,Ka,1.0,2020,9855,0,46900
volkswagem,Fox,1.0,2013,58000,0,31900
ford,Fiesta,1.6,2015,139000,0,39900
renault,Sandero,1.0,2017,90000,0,33900
nissan,March,1.6,2020,7887,0,63900
honda,Civic,1.8,2016,99000,0,62890
mercedes,Clk,3.2,2005,78000,0,67890
chevrolet,Prisma,1.4,2014,53450,0,41900
peugeot,408,1.6,2014,122000,0,35000
fiat,Siena,1.4,2013,128000,0,32900
hyundai,Azera,3.3,2010,198000,0,31900
ford,Fusion,2.0,2016,58000,0,93900
renault,Sandero,,2015,99990,0,31999
ford,Fiesta,1.6,2014,130000,0,30900
chevrolet,Onix,1.0,2021,0,1,65990
chevrolet,Classic,1.0,2012,108,0,21891
toyota,Corolla,2.0,2017,81000,0,87900
hyundai,Hb20s,1.0,2018,55000,0,48900
ford,Ka,1.0,2015,78000,0,35890
ford,Ka,1.0,2020,30000,0,49890
toyota,Corolla,1.8,2018,34000,0,77990
honda,Civic,1.8,2011,84091,0,41990
chevrolet,Cruze,1.4,2017,40000,0,76990
nissan,Sentra,2.0,2014,84000,0,54888
chevrolet,Astra,2.0,1999,239429,0,16900
volkswagem,Virtus,1.6,2018,14000,0,58899
volkswagem,Jetta,2.0,2011,115000,0,41800
chery,Arrizo,1.5,2020,12700,0,66900
honda,Civic,1.8,2009,99000,0,40890
chevrolet,Onix,1.0,2020,40000,0,64799
bmw,Serie,2.0,2021,0,1,245990
audi,A4,2.0,2013,55000,0,64990
chevrolet,Prisma,1.4,2015,79000,0,39900
chevrolet,Cobalt,1.4,2013,100000,0,30999
fiat,Marea,2.0,2007,120000,0,42800
mercedes,Classe,1.6,2016,80060,0,109900
chevrolet,Cruze,1.8,2014,94057,0,47900
toyota,Corolla,2.0,2016,74000,0,73990
citroen,C4,1.6,2019,24000,0,75900
ford,Ka,1.5,2018,52000,0,45900
ford,Ka,1.5,2016,119500,0,38900
hyundai,Hb20s,1.6,2014,123110,0,43990
nissan,Versa,1.6,2014,110000,0,33900
fiat,Siena,1.0,423566,106000,0,26500
nissan,Versa,1.6,2012,102000,0,33900
toyota,Etios,1.5,2014,95000,0,34999
fiat,Siena,1.0,2013,88000,0,28990
chevrolet,Classic,1.0,2013,95000,0,22800
honda,Civic,2.0,2021,2000,0,127990
hyundai,Hb20s,1.6,2014,118105,0,41890
fiat,Cronos,1.8,2019,15000,0,65000
chevrolet,Cobalt,1.8,2017,44000,0,57900
toyota,Corolla,2.0,2021,0,1,189900
chevrolet,Captiva,2.4,2009,108000,0,34900
ford,Ecosport,1.6,2014,56000,0,49999
renault,Duster,2.0,2018,57060,0,63900
renault,Duster,1.6,2020,33000,0,69900
jeep,Compass,2.0,2018,32000,0,105900
chevrolet,Tracker,1.4,2018,44000,0,86900
chevrolet,Captiva,2.4,2010,135000,0,35990
suzuki,Jimny,1.3,2019,38000,0,72900
jeep,Renegade,1.8,2016,64000,0,64999
renault,Captur,2.0,2018,49000,0,72899
audi,Q3,2.0,2014,75000,0,84900
Mitsubishi,Pajero,3.2,2016,109000,0,147870
renault,Captur,1.6,2020,1470,0,96900
hyundai,Tucson,2.0,2013,99000,0,42990
volkswagem,T-cross,1.0,2020,30000,0,97000
honda,Hr-v,1.8,2017,69000,0,80900
mercedes,Classe,1.6,2017,55000,0,134800
nissan,Kicks,1.6,2018,54000,0,81888
ford,Ecosport,2.0,2007,150000,0,19500
hyundai,Ix35,2.0,2017,50000,0,98900
Mitsubishi,Outlander,2.2,2017,98000,0,154900
ford,Ecosport,1.5,2020,16000,0,78899
honda,Hr-v,1.8,2019,41000,0,97900
volkswagem,Nivus,1.0,2021,0,1,105900
hyundai,Creta,2.0,2021,0,1,121990
ford,Ecosport,1.6,2011,110000,0,31890
bmw,X6,4.4,2012,78000,0,169900
land rover,Rover,3.2,2011,92000,0,48916
ford,Ecosport,2.0,2015,70000,0,54990
audi,Q3,2.0,2016,76000,0,103890
honda,Hr-v,1.8,2017,61000,0,86884
volkswagem,Tiguan,2.0,2015,85098,0,74990
ford,Ecosport,1.5,2018,50000,0,67900
volkswagem,T-cross,1.0,2020,9000,0,148000
jeep,Compass,,2021,0,1,142990
volvo,Xc60,2.0,2015,92000,0,96900
audi,Q3,2.0,2014,112000,0,87990
volkswagem,Tiguan,2.0,2014,87000,0,62900
hyundai,Creta,1.6,2021,0,1,95990
volkswagem,Nivus,,2021,0,1,110990
volkswagem,Nivus,,2021,0,1,113990
jeep,Renegade,2.0,2020,25800,0,129800
hyundai,Creta,1.6,2021,0,1,80500
hyundai,Creta,1.6,2021,0,1,97990
hyundai,Creta,1.6,2021,0,1,105990
hyundai,Creta,1.6,2021,0,1,97990
hyundai,Creta,,2021,0,1,87490
hyundai,Creta,1.6,2020,0,1,84990
chevrolet,S10,2.8,2003,380562,0,49000
fiat,Strada,1.4,2016,75009,0,56900
toyota,Hilux,2.8,2021,1,0,243000
renault,Master,2.3,2020,0,1,150000
toyota,Hilux,2.8,2020,0,1,255000
toyota,Hilux,3.0,2015,150000,0,110000
volkswagem,Saveiro,1.6,2021,0,1,89900
fiat,Toro,2.0,2021,0,1,154900
fiat,Toro,2.0,2020,0,1,123500
fiat,Toro,1.8,2020,0,1,105990
fiat,Toro,1.8,2021,0,1,109990
fiat,Toro,1.8,2021,0,1,86990
nissan,Frontier,2.3,2020,1,0,203999
ford,Ranger,3.2,2021,0,1,196990
ford,Ranger,2.2,2021,0,1,171990
fiat,Toro,1.8,2019,43000,0,81900
volkswagem,Saveiro,1.6,2012,157000,0,24996
volkswagem,Saveiro,1.6,2012,157000,0,24895
nissan,Frontier,2.5,2008,240000,0,63910
fiat,Toro,2.0,2021,0,1,158990
chevrolet,S10,2.5,1999,0,1,25000
volkswagem,Saveiro,1.6,2021,0,1,72000
chevrolet,S10,2.8,2021,0,1,200000
chevrolet,S10,2.8,2015,81000,0,112000
volkswagem,Amarok,2.0,2014,190000,0,105900
fiat,Strada,1.3,2021,0,1,85500
chevrolet,S10,2.8,2011,200000,0,69000
volkswagem,Saveiro,1.6,2013,319000,0,26000
ford,Ranger,4.0,1997,152840,0,69950
fiat,Strada,1.3,2021,0,1,87890
volkswagem,Amarok,3.0,2019,30000,0,205900
toyota,Hilux,2.7,2020,10865,0,164900
ford,Ranger,3.2,2020,25000,0,210990
fiat,Toro,2.0,2020,30200,0,136900
renault,Duster,1.6,2018,65000,0,59900
ford,Ranger,3.2,2017,79000,0,149900
chevrolet,S10,2.8,2021,0,1,222800
fiat,Toro,2.0,2019,42250,0,135900
renault,Master,2.3,2021,0,1,143990
renault,Duster,2.0,2019,43500,0,72000
volkswagem,Saveiro,1.6,2021,0,1,79900
ford,Ranger,3.2,2020,33000,0,210990
volkswagem,Amarok,2.0,2020,19000,0,185000
fiat,Toro,1.8,2020,20527,0,98000
fiat,Toro,2.0,2021,0,1,165900
chevrolet,S10,2.8,2021,0,1,229900
fiat,Toro,1.8,2018,33000,0,114900
ford,Ranger,3.2,2021,0,1,231900
ford,Transit,2.4,2011,121000,0,64930
ford,Transit,2.4,2011,121000,0,64910
renault,Master,2.5,2012,1,0,85000
fiat,Fiorino,1.4,2015,80000,0,46900
volkswagem,Kombi,1.4,2013,77500,0,49900
mercedes,Sprinter,2.2,2013,215,0,105007
mercedes,Sprinter,2.2,2013,215,0,105006
mercedes,Sprinter,2.2,2013,215,0,105005
mercedes,Sprinter,2.2,2013,215,0,105004
mercedes,Sprinter,2.2,2013,215,0,105003
mercedes,Sprinter,2.2,2013,215,0,105000
renault,Master,2.3,2020,17000,0,139920
renault,Kangoo,1.6,2015,111077,0,34900
fiat,Fiorino,1.4,2017,70087,0,51900
citroen,Jumpy,,2019,30000,0,129910
renault,Master,2.3,2020,0,1,155900
renault,Master,2.3,2020,0,1,155900
renault,Master,2.3,2020,0,1,164920
renault,Master,2.3,2020,0,1,164910
renault,Master,2.3,2020,0,1,164900
renault,Master,2.3,2020,0,1,158900
fiat,Fiorino,1.4,2020,41468,0,66900
fiat,Fiorino,1.4,2019,97893,0,59900
renault,Master,2.3,2016,105401,0,126000
renault,Master,2.3,2016,105401,0,126000
renault,Master,2.3,2016,105401,0,126000
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
renault,Master,2.3,2021,0,1,159900
fiat,Ducato,2.3,2014,167,0,77905
fiat,Ducato,2.3,2014,167,0,77904
fiat,Ducato,2.3,2014,167,0,77903
fiat,Ducato,2.3,2014,167,0,77902
fiat,Ducato,2.3,2014,167,0,77901
fiat,Fiorino,1.4,2021,0,1,79900
peugeot,Boxer,2.8,2009,386647,0,52500
renault,Master,2.3,2019,30000,0,139920
renault,Master,2.3,2019,30000,0,139910
renault,Master,2.3,2019,30000,0,139900
renault,Master,,2013,288100,0,76000
renault,Master,2.3,2015,59000,0,124910
renault,Master,2.3,2015,59000,0,124900
citroen,Jumper,2.3,2014,153700,0,109930
citroen,Jumper,2.3,2014,153700,0,109910
citroen,Jumper,2.3,2013,171000,0,94920
citroen,Jumper,2.3,2013,171000,0,94910
citroen,Jumper,2.3,2013,171000,0,94900
citroen,Jumper,,2011,580000,0,55000
mercedes,Sprinter,2.2,2016,196000,0,140000
peugeot,Boxer,2.3,2013,110000,0,80000
peugeot,Boxer,2.3,2016,88000,0,110000
fiat,Ducato,2.8,2005,135550,0,35000
citroen,Jumper,2.8,2008,460000,0,39990
peugeot,Boxer,2.3,2012,176,0,68000
renault,Master,2.3,2015,240,0,110000
peugeot,Boxer,2.3,2014,270000,0,73000
fiat,Ducato,2.8,2002,234000,0,35000
fiat,Ducato,2.3,2014,132000,0,95000
citroen,Jumper,2.8,2008,230,0,41000
volkswagem,Kombi,1.4,2011,171000,0,28000
mercedes,Sprinter,2.2,2008,300000,0,47900
mercedes,Sprinter,2.2,2014,263000,0,97000
fiat,Ducato,2.8,2003,180000,0,39900
kia,Besta,2.7,2001,100000,0,27000
mercedes,Sprinter,2.2,2011,425000,0,71900
volkswagem,Kombi,1.6,2003,149000,0,15500
peugeot,Boxer,2.3,2011,146700,0,59000
citroen,Jumper,2.8,2006,344000,0,40000
mercedes,Sprinter,2.2,2008,167000,0,49999
citroen,Jumper,2.3,2011,405000,0,62500
peugeot,Boxer,2.3,2011,229000,0,48900
renault,Master,2.5,2009,260,0,45999
volkswagem,Kombi,1.4,2007,260,0,17000
volkswagem,Kombi,1.6,2000,200000,0,9500
volkswagem,Kombi,1.4,2010,205917,0,29000
volkswagem,Kombi,1.6,2002,231000,0,16000
volkswagem,Kombi,1.6,2005,230000,0,32000
kia,Besta,2.7,1999,528065,0,11500
citroen,Jumper,2.3,2013,145572,0,64000
renault,Master,2.5,2008,300,0,60000
volkswagem,Kombi,1.4,2014,158000,0,36000
volkswagem,Kombi,1.4,2012,200000,0,28000
fiat,Ducato,2.3,2010,150000,0,63000
renault,Master,2.3,2016,214000,0,105000
mercedes,Sprinter,2.2,2011,400000,0,72000
mercedes,Sprinter,2.5,2001,50000,0,40000
volkswagem,Kombi,1.4,2012,176000,0,31500
volkswagem,Kombi,1.4,2007,1,0,21000
volkswagem,Kombi,1.4,2008,261000,0,15900
mercedes,Sprinter,2.2,2005,500000,0,55000
volkswagem,Kombi,1.4,2012,220000,0,21000
mercedes,Sprinter,2.5,2001,100000,0,1000
mercedes,Sprinter,2.2,2006,169000,0,460000
ford,Transit,2.2,2012,159525,0,70000
mercedes,Classe,1.6,2014,88,0,76000
chevrolet,Meriva,1.8,2008,155000,0,17850
citroen,Aircross,1.6,2015,90000,0,40900
chevrolet,Meriva,1.8,2009,145000,0,18900
honda,Fit,1.4,2010,133000,0,32000
