marca,modelo,motor,quilometragem,ano,preco,informacoes
volkswagen,virtus,1.0,54000.0,2020,73990.0,Virtus 1.0 200 Tsi Comfortline Automático
volkswagen,virtus,1.6,45000.0,2020,66490.0,Virtus 1.6 Msi Total Flex Manual
volkswagen,virtus,1.0,34541.0,2020,75690.0,Virtus 1.0 200 Tsi Comfortline Automático
volkswagen,virtus,1.0,5515.0,2020,85590.0,Virtus 1.0 200 Tsi Highline Automático
volkswagen,voyage,1.6,114000.0,2011,28900.0,Voyage 1.6 Vht Comfortline Total Flex 4p
volkswagen,voyage,1.8,44000.0,1995,27890.0,Voyage Gl 1.8 Alcool
volkswagen,voyage,1.6,32000.0,2020,54990.0,Voyage 1.6 Msi Total Flex 4p
volkswagen,voyage,1.6,103000.0,2012,27490.0,Voyage 1.6 Mi 8v Flex 4p Manual
volkswagen,voyage,1.0,183978.0,2009,22500.0,Voyage 1.0 Vht Total Flex 4p
volkswagen,voyage,1.6,8000.0,2018,48920.0,Voyage 1.6 Msi Trendline Total Flex 4p
volkswagen,voyage,1.6,120000.0,2013,31900.0,Voyage 1.6 Mi Total Flex 8v 4p
volkswagen,voyage,1.0,54110.0,2012,27490.0,Voyage 1.0 Mi 8v Flex 4p Manual
volkswagen,voyage,1.6,115000.0,2009,22900.0,Voyage 1.6 Vht Trend Total Flex 4p Sedã
volkswagen,voyage,1.0,120000.0,2013,25890.0,Voyage 1.0 Vht Total Flex 4p
volkswagen,voyage,1.6,139000.0,2013,29990.0,Voyage 1.6 Mi 8v Flex 4p Manual
volkswagen,voyage,1.6,24000.0,2020,57000.0,Voyage 1.6 16v Msi Totalflex
volkswagen,voyage,1.0,84156.0,2013,35955.0,Voyage 1.0 Mi 8v
volkswagen,voyage,1.6,72928.0,2018,43342.0,Voyage 1.6 Msi Totalflex Comfortline 4p I-motion
volkswagen,voyage,1.0,76000.0,2018,38900.0,Voyage 1.0 Trendline Total Flex 4p
volkswagen,voyage,1.6,67132.0,2014,38900.0,Voyage 1.6 Mi 8v Flex 4p Manual
volkswagen,voyage,1.0,109520.0,2011,21990.0,Voyage 1.0 Vht Trend Total Flex 4p
volkswagen,voyage,1.6,48000.0,2012,33990.0,Voyage 1.6 Vht Comfortline Total Flex 4p
volkswagen,voyage,1.6,18000.0,2019,51890.0,Voyage 1.6 Msi Total Flex 4p
volkswagen,voyage,1.0,22000.0,2019,53990.0,Voyage 1.0 12v Total Flex 4p
volkswagen,voyage,1.0,29000.0,2020,53990.0,Voyage 1.0 12v Total Flex 4p
volkswagen,voyage,1.0,99000.0,2012,22000.0,Voyage 1.0 Vht Trend Total Flex 4p
volkswagen,voyage,1.6,164200.0,2011,23900.0,Voyage Voyage Trend I-motion 1.6 (flex)
volkswagen,voyage,1.0,106737.0,2015,32900.0,Voyage Voyage 1.0 Tec Comfortline (flex)
volkswagen,voyage,1.0,115862.0,2010,21980.0,Voyage Voyage 1.0 Total Flex
volkswagen,voyage,1.0,93000.0,2015,37990.0,Voyage 1.0 Trendline Total Flex 4p
volkswagen,voyage,1.6,103000.0,2016,40990.0,Voyage 1.6 Msi Comfortline Total Flex 4p
volkswagen,voyage,1.0,99000.0,2014,35900.0,Voyage 1.0 Mi 8v Flex 4p Manual
volkswagen,voyage,1.6,133000.0,2014,29900.0,Voyage 1.6 Msi Highline Total Flex I-motion 4p
volkswagen,voyage,1.6,110000.0,2010,25900.0,Voyage 1.6 Vht Trend Total Flex 4p
volkswagen,voyage,1.6,55000.0,2015,38900.0,Voyage 1.6 Msi Trendline Total Flex 4p
volkswagen,voyage,1.6,153207.0,2013,27990.0,Voyage Comf. 1.6 T.flex 8v 4p
volkswagen,voyage,1.6,92000.0,2010,23999.0,Voyage 1.6 Vht Comfortline Total Flex 4p
volkswagen,voyage,1.0,88500.0,2015,30900.0,Voyage Voyage 1.0 Tec City (flex)
volkswagen,voyage,1.6,7997.0,2021,65999.0,Voyage 1.6 Msi Totalflex 4p Manual
volkswagen,voyage,1.6,84000.0,2015,35990.0,Voyage 1.6 Msi Seleção Total Flex Total Flex 4p
volkswagen,voyage,1.6,93887.0,2016,36990.0,Voyage Voyage 1.6 Vht Trendline (flex)
volkswagen,voyage,1.0,98000.0,2009,24900.0,Voyage 1.0 Vht Trend Total Flex 4p
volkswagen,voyage,1.8,173000.0,1999,25000.0,Cordoba 1.8 Sxe 4p
volkswagen,voyage,1.0,158000.0,2014,30800.0,Voyage 1.0 Trend Tec Total Flex 4p
volkswagen,voyage,1.0,80000.0,2013,32900.0,Voyage 1.0 Trend Tec Total Flex 4p
volkswagen,voyage,1.0,195000.0,2010,19900.0,Voyage 1.0 Vht Trend Total Flex 4p
volkswagen,voyage,1.6,117121.0,2013,32980.0,Voyage Voyage Comfortline 1.6 (flex)
volkswagen,voyage,1.0,45000.0,2009,17990.0,Voyage 1.0 Vht Total Flex 4p
volkswagen,voyage,1.6,19000.0,2020,54990.0,Voyage 1.6 Msi Total Flex 4p
volkswagen,voyage,1.6,39000.0,2018,41900.0,Voyage Voyage 1.6 Msi Trendline (flex)
volkswagen,voyage,1.6,28700.0,2019,51980.0,Voyage 1.6 Msi Total Flex 4p
volkswagen,voyage,1.0,29000.0,2020,53970.0,Voyage 1.0 12v Total Flex 4p
volkswagen,voyage,1.6,183846.0,2013,29742.0,Voyage 1.6 Mi 8v Flex 4p Manual
volkswagen,voyage,1.0,80000.0,2013,30900.0,Voyage 1.0 Mi 8v Flex 4p Manual
volkswagen,voyage,1.6,138059.0,2013,33990.0,Voyage 1.6 Mi Trend 8v Flex 4p Manual
volkswagen,voyage,1.0,90000.0,2012,25990.0,Voyage 1.0
volkswagen,voyage,1.0,93768.0,2011,25490.0,Voyage 1.0 Mi 8v
volkswagen,voyage,1.6,111111.0,2020,52990.0,Voyage 1.6 Msi Totalflex
volkswagen,voyage,1.0,120000.0,2015,27900.0,Voyage 1.0 Trendline Total Flex 4p
volkswagen,voyage,1.6,105012.0,2015,36899.0,Voyage 1.6 Msi Trendline Total Flex 4p
volkswagen,voyage,1.6,46461.0,2016,42990.0,Voyage 1.6 Msi Comfortline Total Flex 4p
volkswagen,voyage,1.6,88000.0,2014,33890.0,Voyage 1.6 Vht Total Flex 4p
volkswagen,voyage,1.0,123000.0,2011,23999.0,Voyage 1.0 Vht Trend Total Flex 4p
volkswagen,voyage,1.0,177000.0,2010,21500.0,Voyage 1.0 Vht Total Flex 4p
volkswagen,voyage,1.0,111000.0,2015,35790.0,Voyage 1.0 Mi Comfortline 8v
volkswagen,voyage,1.6,92900.0,2011,27900.0,Voyage 1.6 Vht Comfortline Total Flex 4p
volkswagen,voyage,1.6,95000.0,2015,37990.0,Voyage 1.6 Msi Comfortline Total Flex 4p
volkswagen,voyage,1.6,170544.0,2013,29990.0,Voyage 1.6 Mi Comfortline 8v Flex 4p Manual
volkswagen,voyage,1.6,159723.0,2015,34790.0,Voyage 1.6 Mi Comfortline I-motion 8v Flex 4p Automatizado
volkswagen,voyage,1.0,84000.0,2017,41900.0,Voyage 1.0 12v Comfortline Total Flex 4p
volkswagen,voyage,1.6,149000.0,2010,26900.0,Voyage 1.6 Vht Comfortline Total Flex 4p
volkswagen,voyage,1.6,168000.0,2010,22500.0,Voyage 1.6 Vht Trend Total Flex 4p
volkswagen,voyage,1.6,100000.0,2009,23000.0,Voyage 1.6 Vht Comfortline Total Flex 4p
volkswagen,voyage,1.0,64352.0,2011,20890.0,Voyage 1.0 Mi 8v Flex 4p Manual
volkswagen,voyage,1.0,96680.0,2015,32900.0,Voyage 1.0 Mi Trendline 8v Flex 4p Manual
volkswagen,voyage,1.0,122000.0,2013,27000.0,Voyage 1.0 Vht Trend Total Flex 4p
volkswagen,voyage,1.6,87000.0,2019,52900.0,Voyage 1.6 16v Msi Total
volkswagen,voyage,1.0,92390.0,2013,29900.0,Voyage Voyage 1.0 Mi 8v Flex 4p Manual
volkswagen,voyage,1.0,69500.0,2014,34890.0,Voyage 1.0 Mi 8v
volkswagen,voyage,1.6,79000.0,2016,42990.0,Voyage 1.6 Mi Comfortline 8v Flex 4p Automatizado
volkswagen,voyage,1.6,27029.0,2020,63900.0,Voyage Voyage 1.6 Msi Total Flex Aut.
volkswagen,voyage,1.6,94000.0,1983,29990.0,Voyage Voyage 1.6
volkswagen,voyage,1.6,39291.0,2018,38950.0,Voyage 1.6 Msi Totalflex Comfortline 4p Manual
volkswagen,voyage,1.6,48000.0,2019,36900.0,Voyage 1.6 Msi Totalflex 4p Manual
volkswagen,voyage,1.6,70000.0,2018,49900.0,Voyage 1.6 Msi Totalflex Trendline 4p Manual
volkswagen,voyage,1.6,41503.0,2020,40900.0,Voyage 1.6 Msi Totalflex 4p Manual
volkswagen,voyage,1.6,43120.0,2019,38940.0,Voyage 1.6 Msi Totalflex 4p Manual
volkswagen,voyage,1.6,25820.0,2019,38940.0,Voyage 1.6 Msi Totalflex 4p Manual
fiat,argo,1.0,35000.0,2020,52500.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,23000.0,2020,52900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,35000.0,2020,49870.0,Argo Argo Drive 1.0 6v Flex
fiat,argo,1.3,35873.0,2018,49900.0,Argo 1.3 Drive Flex 5p
fiat,argo,1.0,35000.0,2019,45870.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.8,9000.0,2019,100000.0,Argo 1.8 Hgt 16v Flex Aut. 5p
fiat,argo,1.0,27000.0,2019,46900.0,Argo Argo Drive 1.0 6v Flex
fiat,argo,1.0,30088.0,2018,46890.0,Argo Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,39000.0,2020,50990.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,58000.0,2020,50990.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,25821.0,2020,37885.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,63000.0,2018,41900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.3,48000.0,2018,50900.0,Argo 1.3 Firefly Flex Drive Manual
fiat,argo,1.3,28684.0,2019,52400.0,Argo 1.3 Drive Gsr Flex 5p
fiat,argo,1.0,30000.0,2020,49920.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,69000.0,2019,44900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,11000.0,2020,53990.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,24000.0,2020,52970.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,28000.0,2020,52970.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,31000.0,2019,47970.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,28700.0,2019,47880.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,21000.0,2019,48880.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,31000.0,2019,47980.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,22000.0,2020,52970.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,27800.0,2019,47970.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,27300.0,2019,47970.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.8,16000.0,2019,61800.0,Argo 1.8 Precision 16v Flex 5p
fiat,argo,1.8,47859.0,2018,62990.0,Argo Argo 1.8 E Torq Flex Hgt At6
fiat,argo,1.0,60000.0,2020,51990.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,78000.0,2019,47990.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,28000.0,2020,49870.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,39000.0,2020,52900.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,28010.0,2020,49870.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,27006.0,2020,37885.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,31525.0,2018,44990.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,69506.0,2019,48990.0,Argo 1.0 Firefly Drive
fiat,argo,1.0,68029.0,2018,45990.0,Argo 1.0 Firefly Drive
fiat,argo,1.0,21470.0,2020,37885.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,42976.0,2020,54900.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,28000.0,2020,49870.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,32745.0,2020,46990.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,29852.0,2020,46270.0,Argo Argo Drive 1.0 6v Flex
fiat,argo,1.0,32000.0,2020,49990.0,Argo Argo Drive 1.0 6v Flex
fiat,argo,1.0,29346.0,2020,49990.0,Argo Argo Drive 1.0 6v Flex
fiat,argo,1.3,57434.0,2018,39900.0,Argo 1.3 Firefly Flex Drive Manual
fiat,argo,1.0,19472.0,2020,49990.0,Argo 1.0 Firefly Drive
fiat,argo,1.0,49080.0,2019,42890.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,14900.0,2020,49900.0,Argo Drive 1.0 Flex
fiat,argo,1.0,30000.0,2020,49870.0,Argo Argo Drive 1.0 6v Flex
fiat,argo,1.0,25700.0,2020,38000.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,43000.0,2020,49900.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,66439.0,2020,49900.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.8,30940.0,2018,62890.0,Argo Hgt 1.8 16v Flex Automático Impecável!
fiat,argo,1.0,5000.0,2021,57300.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,40000.0,2020,49900.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.8,25000.0,2018,56890.0,Argo 1.8 Precision 16v Flex Aut. 5p
fiat,argo,1.0,41800.0,2020,49900.0,Argo Drive 1.0 6v Flex
fiat,argo,1.0,46000.0,2020,50900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,56236.0,2020,48970.0,Argo Drive 1.0 Firefly (flex)
fiat,argo,1.0,32000.0,2020,49990.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,52000.0,2018,44900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,61873.0,2018,45700.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,140000.0,2019,44990.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,40000.0,2020,48900.0,Argo Fiat Argo 1.0
fiat,argo,1.3,9100.0,2020,62990.0,Argo 1.3 Trekking Flex 5p
fiat,argo,1.0,49000.0,2019,49900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,42000.0,2020,48900.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,60222.0,2019,45990.0,Argo 1.0 Firefly Flex Drive Manua
fiat,argo,1.0,33000.0,2020,51990.0,Argo Argo Drive 1.0
fiat,argo,1.0,20000.0,2020,44720.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.8,32000.0,2020,74990.0,Argo 1.8 Trekking 16v Flex Aut. 5p
fiat,argo,1.0,61418.0,2020,52340.0,Argo Drive 1.0 Firefly (flex)
fiat,argo,1.0,52811.0,2020,53370.0,Argo Drive 1.0 Firefly (flex)
fiat,argo,1.0,24200.0,2020,49900.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,44321.0,2020,48970.0,Argo Drive 1.0 Firefly (flex)
fiat,argo,1.0,50000.0,2020,50800.0,Argo 1.0 Drive Flex 5p
fiat,argo,1.0,51092.0,2019,49990.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,51092.0,2019,49990.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,35525.0,2019,52790.0,Argo 1.0 Firefly Flex Drive Manual
fiat,argo,1.0,37692.0,2020,53370.0,Argo Drive 1.0 Firefly (flex)
fiat,argo,1.0,36378.0,2020,52890.0,Argo 1.0 Firefly Flex Manual
fiat,argo,1.0,33215.0,2020,49480.0,Argo Drive 1.0 Firefly (flex)
fiat,bravo,1.6,129000.0,2003,11900.0,Brava 1.6 Sx 5p
fiat,bravo,1.8,114006.0,2014,34490.0,Bravo Bravo Essence 1.8 Flex 16v 5p
fiat,bravo,1.8,114000.0,2014,34890.0,Bravo 1.8 16v Wolverine Flex 5p
fiat,bravo,1.8,89000.0,2013,29900.0,Bravo Fiat Bravo Essence 1.8 16v (flex)
fiat,bravo,1.8,121033.0,2012,28500.0,Bravo 1.8 Essence 16v Flex 4p Automatizado
fiat,bravo,1.8,110000.0,2012,29000.0,Bravo 1.8 16v Absolute Flex 5p
fiat,bravo,1.8,77000.0,2013,29999.0,Bravo 1.8 16v Essence Flex Dualogic 5p
fiat,bravo,1.8,114000.0,2014,43900.0,Bravo 1.8 16v Sporting Flex 5p
fiat,bravo,1.8,70000.0,2012,29900.0,Bravo 1.8 Absolute 16v Flex 4p Automatizado
fiat,bravo,1.8,58090.0,2016,42900.0,Bravo 1.8 16v Blackmotion Flex Dualogic 5p
fiat,bravo,1.8,68800.0,2016,43900.0,Bravo Essence 1.8
fiat,bravo,1.8,49000.0,2016,49950.0,Bravo 1.8 16v Blackmotion Flex 5p
fiat,bravo,1.8,107000.0,2014,43990.0,Bravo 1.8 Sporting 16v Flex 4p Automatizado
fiat,bravo,1.8,126660.0,2012,31900.0,Bravo 1.8 Essence 16v Flex 4p Manual
fiat,bravo,1.8,66000.0,2016,47900.0,Bravo Bravo Blackmotion 1.8 16v Flex Aut.
fiat,bravo,1.8,155000.0,2011,32900.0,Bravo 1.8 Absolute 16v Flex 4p Manual
fiat,bravo,1.6,180000.0,2002,11990.0,Brava 1.6 Sx 5p
fiat,bravo,1.8,69000.0,2013,39890.0,Bravo Sporting 1.8 Dualogic Flex 16v 5p
fiat,bravo,1.8,93000.0,2012,28990.0,Bravo 1.8 Essence Dualogic 16v 4p Flex
fiat,bravo,1.8,107000.0,2014,43990.0,Bravo 1.8 Sporting 16v Flex 4p Manual
fiat,bravo,1.8,75000.0,2014,39990.0,Bravo 1.8 Absolute 16v Flex 4p Automatizado
fiat,bravo,1.8,79000.0,2016,45890.0,Bravo 1.8 Blackmotion 16v Flex 4p Automatizado
fiat,bravo,1.6,100000.0,2001,10900.0,Brava 1.6 Elx 5p
fiat,bravo,1.8,99000.0,2014,35900.0,Bravo Bravo Essence 1.8
fiat,bravo,1.8,187500.0,2001,10500.0,Brava 1.8 Hgt 5p
fiat,bravo,1.8,94000.0,2014,33900.0,Bravo 1.8 16v Absolute Flex Dualogic 5p
fiat,bravo,1.8,128000.0,2013,34000.0,Bravo Bravo 1.8 Sporting 16v Flex 4p Automatizado
fiat,bravo,1.8,88000.0,2016,48990.0,Bravo 1.8 Sporting 16v Flex 4p Manual
fiat,bravo,1.8,119000.0,2011,24900.0,Bravo 1.8 16v Essence Flex Dualogic 5p
fiat,bravo,1.8,127783.0,2014,34900.0,Bravo 1.8 Essence 16v Flex 4p Automatizado
fiat,bravo,1.8,49000.0,2016,42900.0,Bravo 1.8 16v Essence Flex Dualogic 5p
fiat,bravo,1.8,58000.0,2016,45900.0,Bravo Bravo Blackmotion 1.8 16v Flex Aut.
fiat,bravo,1.8,120000.0,2012,30990.0,Bravo Essence 1.8 Bravo Essence 1.8
fiat,bravo,1.8,126660.0,2012,31900.0,Bravo 1.8 Essence 16v Flex 4p Manual
fiat,bravo,1.8,159743.0,2013,34990.0,Bravo Bravo Sporting 1.8
fiat,bravo,1.8,82863.0,2016,43900.0,Bravo Bravo Essence 1.8
fiat,bravo,1.8,71428.0,2014,34990.0,Bravo Bravo Essence 1.8
fiat,bravo,1.8,133000.0,2012,31990.0,Bravo 1.8 Essence 16v Flex 4p Automatizado
fiat,bravo,1.4,97143.0,2014,49931.0,Bravo 1.4 16v T-jet
fiat,bravo,1.8,89000.0,2014,34990.0,Bravo 1.8 16v Wolverine Flex Dualogic 5p
fiat,bravo,1.8,126707.0,2013,41900.0,Bravo 1.8 Sporting 16v Flex 4p Manual
fiat,bravo,1.8,99835.0,2012,31990.0,Bravo 1.8 Essence 16v
fiat,bravo,1.8,93000.0,2013,29900.0,Bravo 1.8 16v Essence Flex Dualogic 5p
fiat,bravo,1.8,73358.0,2016,42990.0,Bravo 1.8 Essence 16v
fiat,bravo,1.8,48762.0,2016,50000.0,Bravo 1.8 Blackmotion 16v Flex 4p Automatizado
fiat,bravo,1.8,161000.0,2012,28900.0,Bravo 1.8 16v Absolute Flex Dualogic 5p
fiat,bravo,1.8,81100.0,2014,36900.0,Bravo 1.8 16v Sporting Flex Dualogic 5p
fiat,bravo,1.8,151000.0,2014,36890.0,Bravo Fiat Bravo 1.8 Essence 16v Flex 4p Manual 2014
fiat,bravo,1.8,123500.0,2013,29900.0,Bravo 1.8 Essence 16v Flex 4p Manual
fiat,bravo,1.8,87600.0,2013,44900.0,Bravo 1.8 Sporting 16v Flex 4p Manual
fiat,bravo,1.8,142000.0,2011,25900.0,Bravo 1.8 16v Essence Flex Dualogic 5p
fiat,bravo,1.8,99853.0,2012,29990.0,Bravo Absolute 1.8 16v Flex
fiat,bravo,1.8,80874.0,2016,48900.0,Bravo 1.8 Sporting 16v Flex 4p Manual
fiat,bravo,1.8,142200.0,2014,41500.0,Bravo Fiat Bravo Sporting 1.8
fiat,bravo,1.8,73281.0,2013,32999.0,Bravo Essence 1.8 16v Dualogic Flex
fiat,bravo,1.8,138448.0,2011,27800.0,Bravo Absolute 1.8 16v Dualogic Flex
fiat,bravo,1.8,101400.0,2013,29800.0,Bravo 1.8 Essence 16v Flex 4p Automatizado
fiat,bravo,1.8,40000.0,2016,44900.0,Bravo 1.8 Essence 16v Flex 4p Automatizado
fiat,bravo,1.8,70500.0,2012,30500.0,Bravo Essence 1.8 16v Dualogic Flex
fiat,bravo,1.4,51330.0,2014,52900.0,Bravo 1.4 16v T-jet Gasolina 4p Manual
fiat,bravo,1.8,116000.0,2013,34900.0,Bravo 1.8 Sporting 16v Flex 4p Automatizado
fiat,bravo,1.8,121000.0,2014,34900.0,Bravo Absolute 1.8 16v Dualogic Flex
fiat,bravo,1.8,108426.0,2012,29900.0,Bravo Essence 1.8 Mt
fiat,bravo,1.8,94628.0,2014,38900.0,Bravo 1.8 Sporting 16v Flex 4p Automatizado
fiat,bravo,1.8,99000.0,2014,39500.0,Bravo 1.8 Essence 16v Flex 4p Manual
fiat,bravo,1.8,141308.0,2013,36990.0,Bravo 1.8 Sporting 16v Flex 4p Manual
fiat,bravo,1.8,103000.0,2016,46990.0,Bravo 1.8 Blackmotion 16v Flex 4p Automatizado
fiat,bravo,1.8,73000.0,2014,33990.0,Bravo 1.8 Essence 16v Flex 4p Automatizado
fiat,bravo,1.8,78706.0,2013,35400.0,Bravo 1.8 Essence 16v Flex 4p Manual 2012/2013
fiat,bravo,1.8,89341.0,2016,45900.0,Bravo 1.8 Blackmotion 16v Flex 4p Automatizado
fiat,bravo,1.4,102000.0,2013,41990.0,Bravo 1.4 T-jet 5p
fiat,bravo,1.8,30000.0,2014,37900.0,Bravo 1.8 16v Absolute Flex Dualogic 5p
fiat,bravo,1.8,94656.0,2014,39900.0,Bravo 1.8 Wolverine 16v Flex 4p 2013/2014
fiat,bravo,1.6,147400.0,2001,10000.0,Brava 1.6 Sx 5p
fiat,bravo,1.4,69765.0,2016,57890.0,Bravo 1.4 16v T-jet Gasolina 4p Manual
fiat,bravo,1.8,32000.0,2016,37900.0,Bravo 1.8 Blackmotion 16v Flex 4p Automatizado
fiat,bravo,1.4,100970.0,2014,46890.0,Bravo 1.4 16v T-jet
fiat,cronos,1.8,11000.0,2019,66990.0,Cronos 1.8 Precision 16v Flex 4p
fiat,cronos,1.3,30860.0,2019,57900.0,Cronos 1.3 Drive Gsr Flex 4p
fiat,cronos,1.8,28439.0,2019,63500.0,Cronos 1.8 Precision 16v Flex Aut. 4p
fiat,cronos,1.8,48800.0,2020,68900.0,Cronos Cronos Precision 1.8 16v Flex Aut
fiat,cronos,1.8,25997.0,2019,67990.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.8,12975.0,2019,71900.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.8,10574.0,2020,74890.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.3,40000.0,2019,55990.0,Cronos 1.3 Firefly Flex Drive Gsr
fiat,cronos,1.8,58362.0,2020,68950.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.3,53000.0,2019,52890.0,Cronos 1.3 Firefly Flex Drive Manual
fiat,cronos,1.3,54038.0,2019,57790.0,Cronos 1.3 Firefly Drive
fiat,cronos,1.3,54750.0,2019,58490.0,Cronos 1.3 Firefly Drive
fiat,cronos,1.8,50120.0,2019,69990.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.8,12575.0,2019,69890.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.8,40000.0,2019,67900.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.3,21100.0,2019,57900.0,Cronos Drive 1.3 Gsr 8v
fiat,cronos,1.8,26000.0,2020,69900.0,Cronos Fiat Cronos 1.8 Drive (aut) (flex)
fiat,cronos,1.3,28000.0,2020,57900.0,Cronos Fiat Cronos 1.3 Firefly (flex)
fiat,cronos,1.8,14837.0,2019,71900.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.3,15380.0,2020,58890.0,Cronos 1.3 Firefly Flex Drive Gsr
fiat,cronos,1.8,42700.0,2019,65500.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.8,57322.0,2019,70890.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.3,15500.0,2020,62900.0,Cronos 1.3 Drive S-design Flex 4p
fiat,cronos,1.3,19000.0,2019,59900.0,Cronos 1.3 Firefly Flex Drive Manual
fiat,cronos,1.3,10157.0,2020,62900.0,Cronos 1.3 Firefly Flex Drive Manual
fiat,cronos,1.8,11834.0,2018,69890.0,Cronos Cronos Precision 1.8 16v Flex Aut
fiat,cronos,1.8,54842.0,2020,67992.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.3,44647.0,2019,56990.0,Cronos 1.3 Firefly Flex Manual
fiat,cronos,1.3,58998.0,2020,59900.0,Cronos Fiat Cronos 1.3 Firefly (flex)
fiat,cronos,1.8,38000.0,2019,63900.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.8,15000.0,2019,65000.0,Cronos 1.8 Precision 16v Flex 4p
fiat,cronos,1.3,5500.0,2020,65990.0,Cronos Drive 1.3 Completo
fiat,cronos,1.3,36000.0,2019,54000.0,Cronos 1.3 Drive Flex 4p
fiat,cronos,1.3,16000.0,2019,59900.0,Cronos Cronos 1.3 8v Flex
fiat,cronos,1.3,50000.0,2019,57900.0,Cronos 1.3 Drive Gsr Flex 4p
fiat,cronos,1.8,75000.0,2018,61500.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.8,15000.0,2020,73900.0,Cronos 1.8 E.torq Flex Precision At6
fiat,cronos,1.8,12575.0,2019,69890.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.8,20000.0,2019,69900.0,Cronos 1.8 E.torq Precision
fiat,cronos,1.3,28000.0,2020,57000.0,Cronos 1.3 Firefly Flex Drive Manual
fiat,cronos,1.3,28000.0,2020,57000.0,Cronos 1.3 Firefly Flex Drive Manual
fiat,cronos,1.3,28000.0,2019,57000.0,Cronos Fiat Cronos 1.3 4p Flex
fiat,cronos,1.3,38000.0,2019,58000.0,Cronos 1.3 Firefly Flex Drive Gsr
fiat,cronos,1.3,13000.0,2019,59900.0,Cronos 1.3 Firefly Flex Drive Gsr
fiat,cronos,1.8,13000.0,2019,65900.0,Cronos Cronos Drive 1.8 8v Flex
