marca,modelo,motor,quilometragem,ano,preco,informacoes
chevrolet,agile,1.4,91000.0,2011,25990.0,Agile 1.4 Lt 5p
chevrolet,agile,1.4,78400.0,2011,23499.0,Agile 1.4 Ltz 5p
chevrolet,agile,1.4,123915.0,2013,28900.0,Agile 1.4 Ltz 5p
chevrolet,agile,1.4,91000.0,2013,28000.0,Agile 1.4 Lt 5p
chevrolet,agile,1.4,106863.0,2014,31990.0,Agile Agile 1.4 Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,97000.0,2010,26990.0,Agile 1.4 Lt 5p
chevrolet,agile,1.4,97000.0,2012,28999.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,132000.0,2012,25900.0,Agile 1.4 Lt 5p
chevrolet,agile,1.4,100000.0,2010,26900.0,Agile Chevrolet Agile Ltz 1.4
chevrolet,agile,1.4,108000.0,2013,27900.0,Agile Agile Lt 1.4 8v (flex)
chevrolet,agile,1.4,52341.0,2012,32900.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,90000.0,2014,36900.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,180000.0,2010,26990.0,Agile Agile 1.4 Mpfi Ltz 8v Flex 4p Manual 2010
chevrolet,agile,1.4,92000.0,2014,31900.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,88000.0,2011,28900.0,Agile Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,agile,1.4,162310.0,2010,26900.0,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,agile,1.4,89324.0,2011,22990.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,89184.0,2012,29900.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,94500.0,2013,30490.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,97537.0,2010,22900.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,95500.0,2013,29990.0,Agile 1.4 Ltz 8v Flexpower 5p
chevrolet,agile,1.4,93479.0,2014,31900.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,60000.0,2011,26800.0,Agile Ltz 1.4 Mpfi 8v Econo.flex
chevrolet,agile,1.4,100000.0,2012,24900.0,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,agile,1.4,79072.0,2011,27900.0,Agile Agile Lt 1.4 Mpfi 8v Flexpower 5p
chevrolet,agile,1.4,129583.0,2014,34990.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,148339.0,2011,24890.0,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,agile,1.4,176700.0,2011,32990.0,Agile Ltz 1.4
chevrolet,agile,1.4,92816.0,2011,26900.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,68000.0,2011,27900.0,Agile Agile Ltz 1.4 Mpfi 8v Econo.flex Mec.
chevrolet,agile,1.4,100000.0,2011,25900.0,Agile Agile Hatch Lt 1.4 8v (flex) 4p
chevrolet,agile,1.4,76002.0,2010,26980.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,131016.0,2012,26500.0,Agile Agile Lt 1.4 Mpfi 8v Flexpower 5p
chevrolet,agile,1.4,97000.0,2012,25900.0,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,agile,1.4,87000.0,2011,25900.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,104018.0,2014,36900.0,Agile Agile 1.4 Mpfi Ltz 8v Flex 4p Automatizado
chevrolet,agile,1.4,111111.0,2011,25900.0,Agile Agile 1.4 Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,140000.0,2012,27800.0,Agile Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,86322.0,2011,22900.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,90000.0,2011,25990.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,93500.0,2013,24990.0,Agile 1.4 Ltz 5p
chevrolet,agile,1.4,131000.0,2012,23990.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,79100.0,2011,33990.0,Agile 1.4 Lt 5p
chevrolet,agile,1.4,138000.0,2010,27900.0,Agile 1.4 Ltz 5p
chevrolet,agile,1.4,143000.0,2010,25900.0,Agile Agile Lt 1.4 8v (flex)
chevrolet,agile,1.4,66592.0,2012,22900.0,Agile 1.4 Lt 5p
chevrolet,agile,1.4,86525.0,2013,25790.0,Agile 1.4 Ltz Easytronic 5p
chevrolet,agile,1.4,108000.0,2011,29900.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,103000.0,2011,25990.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,117804.0,2010,25900.0,Agile Agile Ltz 1.4 Mpfi 8v Econo.flex Mec.
chevrolet,agile,1.4,59800.0,2012,25900.0,Gm Agile Ltz 1.4 Agile Ltz 1.4
chevrolet,agile,1.4,122348.0,2013,29500.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,116000.0,2012,33900.0,Agile 1.4 Ltz Wi-fi 5p
chevrolet,agile,1.4,90000.0,2011,25000.0,Agile Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,125000.0,2012,26900.0,Agile 1.4 Mpfi Ltz 8v Flex 4o Manual
chevrolet,agile,1.4,75300.0,2014,27990.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Automatizado
chevrolet,agile,1.4,135108.0,2010,32788.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,77000.0,2013,28900.0,Agile Agile Lt 1.4
chevrolet,agile,1.4,95180.0,2014,30990.0,Agile Ltz 1.4 8v Easytronic Flex
chevrolet,agile,1.4,102202.0,2011,31900.0,Agile 1.4 Ltz Mpfi 8v Flexpower 5p
chevrolet,agile,1.4,70000.0,2011,27900.0,Agile Ltz 1.4
chevrolet,agile,1.4,96000.0,2013,28500.0,Agile Chevrolet Agile 1.4 Flex Ltz Manual Completo
chevrolet,agile,1.4,144000.0,2011,30800.0,Agile Agile Ltz 1.4 Mpfi 8v Flexpower 5p
chevrolet,agile,1.4,94000.0,2013,26800.0,Agile Chevrolet Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,79646.0,2014,25000.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,101000.0,2011,38900.0,Agile Chevrolet Agile Ltz 1.4 8v (flex)
chevrolet,agile,1.4,131800.0,2012,26900.0,Agile Ltz 1.4 Mpfi 8v Econo.flex
chevrolet,agile,1.4,88582.0,2011,31000.0,Agile Agile Ltz 1.4 Mpfi 8v Flexpower 5p
chevrolet,agile,1.4,165000.0,2011,28900.0,Agile 1.4 8v
chevrolet,agile,1.4,112000.0,2012,26900.0,Agile Agile Lt 1.4 8v (flex)
chevrolet,agile,1.4,174138.0,2010,26900.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,53000.0,2013,31900.0,Agile 1.4 Mpfi Ltz 8v
chevrolet,agile,1.4,109000.0,2010,28900.0,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,agile,1.4,94000.0,2011,25900.0,Agile 1.4 Mpfi Ltz 8v Flex 4p Manual
chevrolet,agile,1.4,145000.0,2013,26900.0,Agile Chevrolet Agile Ltz 1.4 Flex
chevrolet,agile,1.4,155000.0,2011,27900.0,Agile Chevrolet Agile Lt 1.4 8v (flex)
chevrolet,agile,1.4,93789.0,2012,25900.0,Agile 1.4 Mpfi Lt 8v Flex 4p Manual
chevrolet,astra,2.0,143000.0,2009,27990.0,Astra 2.0 Advantage Flex Power 5p 133 Hp
chevrolet,astra,2.0,140000.0,2003,23900.0,Astra Astra 2.0 Sfi Gsi 16v Gasolina 4p Manual
chevrolet,astra,2.0,105000.0,2009,27990.0,Astra 2.0 Advantage Flex Power Aut. 5p 121 Hp
chevrolet,astra,2.0,98000.0,2010,22990.0,Astra 2.0 Mpfi Advantage Sedan 8v
chevrolet,astra,2.0,112000.0,2011,27900.0,Astra Sedan Astra Advantage 2.0 Mpfi 8v Flexpower 5p
chevrolet,astra,2.0,142000.0,2009,22900.0,Astra Astra Hatch Advantage 2.0 (flex)
chevrolet,astra,2.0,190000.0,2009,25900.0,Astra 2.0 Advantage Flex Power 5p 133 Hp
chevrolet,astra,2.0,130000.0,2011,23900.0,Astra Sedan 2.0 Advantage Flex Power 4p
chevrolet,astra,2.0,82000.0,2001,28990.0,Astra 2.0 Mpfi Sport 8v
chevrolet,astra,2.0,154000.0,2011,30900.0,Astra 2.0 Mpfi Advant 8v
chevrolet,astra,2.0,124000.0,2002,18899.0,Astra 2.0 16v 3p
chevrolet,astra,2.0,123000.0,2009,24000.0,Astra Sedan 2.0 Advantage Flex Power 4p 133 Hp
chevrolet,astra,2.0,168337.0,2009,24990.0,Astra 2.0 Especial Advantage Flex Power 5p 121 Hp
chevrolet,astra,2.0,129000.0,2007,20900.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,2.0,120000.0,2008,26000.0,Astra Sedan 2.0 Advantage Flex Power 4p
chevrolet,astra,2.0,118112.0,2009,22999.0,Astra 2.0 Advantage Flex Power 5p 133 Hp
chevrolet,astra,2.0,123633.0,2010,25900.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,190000.0,2002,18900.0,Astra Sedan 2.0 8v 4p
chevrolet,astra,2.0,160000.0,2007,22900.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,2.0,95000.0,2005,21900.0,Astra 2.0 Comfort Flex Power 5p
chevrolet,astra,1.8,72000.0,2005,19300.0,Astra Sedan 1.8 Comfort 4p
chevrolet,astra,2.0,121700.0,2011,26890.0,Astra 2.0 Advantage Flex Power Aut. 5p
chevrolet,astra,2.0,136000.0,2007,22900.0,Astra 2.0 Mpfi Advantage 8v
chevrolet,astra,2.0,135000.0,2007,21990.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,2.0,40000.0,2009,31989.0,Astra Chevrolet Astra Hatch Advantage 2.0 (flex)
chevrolet,astra,2.0,109900.0,2011,28900.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,142567.0,2003,18900.0,Astra 2.0 Mpfi Cd 8v Gasolina 4p Manual
chevrolet,astra,2.0,120000.0,2010,27900.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,2.0,77177.0,2011,29990.0,Astra Advantage 2.0 Hatch
chevrolet,astra,2.0,152000.0,2006,19900.0,Astra 2.0 Mpfi Elegance Sedan 8v Flex 4p Automático
chevrolet,astra,2.0,179000.0,2000,13900.0,Astra Sedan 2.0 Mpfi Gls Sedan 8v
chevrolet,astra,2.0,170000.0,2002,15900.0,Astra Sedan 2.0 Automática
chevrolet,astra,2.0,190000.0,2007,19990.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,179000.0,2007,19900.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,169000.0,2007,19000.0,Astra 2.0 Advantage Flex Power 3p
chevrolet,astra,2.0,87000.0,2009,24900.0,Astra Sedan 2.0 Advantage Flex Power Aut. 4p 121 Hp
chevrolet,astra,2.0,169000.0,2007,19000.0,Astra 2.0 Advantage Flex Power 3p
chevrolet,astra,2.0,118000.0,2007,22800.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,1.8,100000.0,2001,15890.0,Astra Sedan Chevrolet Astra Sedan 1.8 Milenium 4p
chevrolet,astra,2.0,193000.0,2007,21899.0,Astra Astra Hatch Advantage 2.0 (flex) (aut)
chevrolet,astra,2.0,105365.0,2011,54140.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,98000.0,2009,24998.0,Astra 2.0 Mpfi Advantage 8v
chevrolet,astra,2.0,170000.0,2006,13000.0,Astra 2.0 Ss Flex Power 5p
chevrolet,astra,2.0,175280.0,2009,23900.0,Astra Astra Hatch Advantage 2.0 8v 4p
chevrolet,astra,2.0,154000.0,2006,17500.0,Astra 2.0 Elite Flex Power Aut. 5p
chevrolet,astra,2.0,50000.0,2002,20000.0,Astra 2.0 8v Sunny 3p
chevrolet,astra,2.0,100000.0,2011,31990.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,2.0,140000.0,2000,14900.0,Astra 2.0 Gls 3p
chevrolet,astra,2.0,170000.0,2007,18999.0,Astra Sedan 2.0 Advantage Flex Power 4p
chevrolet,astra,2.0,170000.0,2010,25900.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,astra,2.0,122242.0,2008,18900.0,Astra Sedan 2.0 Advantage Flex Power 4p
chevrolet,astra,2.0,80000.0,2009,20000.0,Astra Sedan 2.0 Advantage Flex Power 4p 121 Hp
chevrolet,astra,2.0,106500.0,2007,19999.0,Astra 2.0 Mpfi Advantage 8v Flex 2p Manual
chevrolet,astra,2.0,113649.0,2011,28990.0,Astra Sedan 2.0 Advantage Flex Power Aut. 4p
chevrolet,astra,1.8,200000.0,2000,13900.0,Astra 1.8 Gl 3p
chevrolet,astra,2.0,111111.0,2011,28990.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,76000.0,2010,23990.0,Astra Sedan Astra Sed. Advant. 2.0 8v Mpfi Flexp. 4p
chevrolet,astra,2.0,135000.0,2002,26900.0,Astra 2.0 8v Sunny 3p
chevrolet,astra,2.0,185600.0,2003,19900.0,Astra Sedan 2.0 Sfi Cd Sedan 16v
chevrolet,astra,2.0,195265.0,2011,25900.0,Astra 2.0 Mpfi Advantage 8v Flex 4p Manual
chevrolet,astra,2.0,122000.0,2011,26890.0,Astra 2.0 Mpfi Advantage Sedan 8v Flex 4p Automático
chevrolet,astra,2.0,170000.0,2004,19900.0,Astra Sedan Astra Sedan 2.0 Mpfi Cd Sedan 8v Gasolina 4p Manual
chevrolet,astra,2.0,151291.0,2006,19900.0,Astra 2.0 Elegance Flex Power 5p
chevrolet,astra,2.0,99900.0,2006,22900.0,Astra 2.0 Mpfi Elegance 8v Flex 4p Manual
chevrolet,astra,2.0,122000.0,2011,29900.0,Astra Astra Hatch Advantage 2.0 4p
chevrolet,astra,2.0,190000.0,2008,24900.0,Astra 2.0 Mpfi Advantage 8v
chevrolet,astra,2.0,173000.0,2004,16900.0,Astra Sedan Astra Sedan 2.0 Mpfi  4p
chevrolet,astra,2.0,50000.0,2005,59900.0,Astra 2.0 16v Gsi 5p
chevrolet,astra,2.0,134000.0,2011,25900.0,Astra 2.0 Advantage Flex Power 5p
chevrolet,celta,1.0,86000.0,2010,18490.0,Celta 1.0 Mpfi Vhc Spirit 8v Flex 4p Manual
chevrolet,celta,1.0,122000.0,2011,19990.0,Celta Celta Spirit 1.0 Vhce 8v Flexpower 4p Mec.
chevrolet,celta,1.0,163210.0,2014,18900.0,Celta 1.0 Ls Flex Power 3p
chevrolet,celta,1.0,72200.0,2012,22865.0,Celta Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,158000.0,2003,11990.0,Celta 1.0 5p
chevrolet,celta,1.0,99986.0,2013,22999.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,89000.0,2014,26499.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,180000.0,2004,10900.0,Celta 1.0 3p
chevrolet,celta,1.0,143000.0,2011,14900.0,Celta 1.0 Life Flex Power 3p
chevrolet,celta,1.4,147000.0,2005,14990.0,Celta 1.4 Super 3p
chevrolet,celta,1.0,75000.0,2009,14900.0,Celta 1.0 Life Flex Power 5p 77 Hp
chevrolet,celta,1.0,78000.0,2012,26900.0,Celta 1.0 Ls Flex Power 5p
chevrolet,celta,1.4,160000.0,2004,12900.0,Celta 1.4 3p
chevrolet,celta,1.0,140000.0,2007,11900.0,Celta 1.0 Life Flex Power 3p
chevrolet,celta,1.0,74000.0,2013,19900.0,Celta 1.0 Ls Flex Power 3p
chevrolet,celta,1.0,77000.0,2013,21900.0,Celta Celta Lt 1.0 (flex)
chevrolet,celta,1.0,90000.0,2015,25900.0,Celta Celta 1.0 Lt 8v Flex 4p Manual
chevrolet,celta,1.0,123000.0,2008,14890.0,Celta 1.0 Life Flex Power 3p
chevrolet,celta,1.0,130000.0,2012,16200.0,Celta 1.0 Ls Flex Power 3p
chevrolet,celta,1.0,78000.0,2005,9900.0,Celta Celta Spirit 1.0 Mpfi Vhc 8v 3p
chevrolet,celta,1.0,31000.0,2012,26000.0,Celta 1.0 Mpfi Lt 8v
chevrolet,celta,1.0,132000.0,2010,15900.0,Celta 1.0 Life Flex Power 3p
chevrolet,celta,1.0,170098.0,2010,22900.0,Celta Celta 1.0 Life 8v Flex 4p Manual
chevrolet,celta,1.0,190000.0,2006,16900.0,Celta 1.0 Super Flex Power 5p
chevrolet,celta,1.0,110134.0,2012,16900.0,Celta Celta 1.0 Mpfi Vhc 2p
chevrolet,celta,1.0,100000.0,2004,11900.0,Celta 1.0 Mpfi 8v Gasolina 2p Manual
chevrolet,celta,1.0,137000.0,2009,15990.0,Celta 1.0 Spirit Flex Power 3p 70 Hp
chevrolet,celta,1.0,120000.0,2010,16990.0,Celta Chevrolet Celta Life 1.0 Vhce (flex) 4p
chevrolet,celta,1.0,128567.0,2010,21990.0,Celta 1.0 Mpfi Spirit 8v
chevrolet,celta,1.0,124772.0,2011,17990.0,Celta Chevrolet Celta Life 1.0 Vhce (flex) 2p
chevrolet,celta,1.0,200000.0,2009,12490.0,Celta 1.0 Life Flex Power 3p 70 Hp
chevrolet,celta,1.0,85000.0,2012,20900.0,Celta Celta Ls 1.0 (flex) 4p
chevrolet,celta,1.0,70000.0,2012,19990.0,Celta 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,celta,1.0,89400.0,2008,19900.0,Celta 1.0 Mpfi Life 8v
chevrolet,celta,1.0,191000.0,2001,8500.0,Celta 1.0 Mpfi 8v Gasolina 2p Manual
chevrolet,celta,1.0,155214.0,2010,18890.0,Celta 1.0 Mpfi Life 8v
chevrolet,celta,1.0,97800.0,2013,22890.0,Celta Chevrolet Celta 1.0 Mpfi Ls 8v Flex 4p Manual  4p 2013
chevrolet,celta,1.0,96000.0,2011,22900.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,92000.0,2011,22990.0,Celta 1.0 Mpfi Vhce Spirit 8v Flex 4p Manual
chevrolet,celta,1.0,89000.0,2014,22900.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,144687.0,2010,18500.0,Celta Celta Life/ Ls 1.0 Mpfi 8v Flexpower 3p
chevrolet,celta,1.0,58810.0,2014,24500.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,143000.0,2011,20900.0,Celta 1.0 Spirit Flex Power 5p
chevrolet,celta,1.0,170098.0,2010,22900.0,Celta Celta 1.0 Life 8v Flex 4p Manual
chevrolet,celta,1.0,55000.0,2012,20990.0,Celta 1.0 Ls
chevrolet,celta,1.0,190000.0,2006,16900.0,Celta 1.0 Super Flex Power 5p
chevrolet,celta,1.0,110134.0,2012,16900.0,Celta Celta 1.0 Mpfi Vhc 2p
chevrolet,celta,1.0,171141.0,2010,21900.0,Celta 1.0 Spirit Flex Power 5p
chevrolet,celta,1.0,152000.0,2012,16900.0,Celta 1.0 Ls Flex Power 3p
chevrolet,celta,1.0,99221.0,2010,22999.0,Celta 1.0 Mpfi Spirit 8v Flex 4p Manual
chevrolet,celta,1.0,110000.0,2013,26500.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,148000.0,2012,18500.0,Celta 1.0 Ls Flex Power 3p
chevrolet,celta,1.0,71300.0,2012,24990.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,119500.0,2013,22900.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,100000.0,2004,11900.0,Celta 1.0 Mpfi 8v Gasolina 2p Manual
chevrolet,celta,1.0,137000.0,2009,15990.0,Celta 1.0 Spirit Flex Power 3p 70 Hp
chevrolet,celta,1.0,99532.0,2012,20590.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,98000.0,2013,22900.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,135000.0,2011,19800.0,Celta 1.0 Mpfi Vhce Spirit 8v Flex 4p Manual
chevrolet,celta,1.0,106000.0,2012,19900.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,73807.0,2009,21900.0,Celta 1.0 Spirit Flex Power 5p 77 Hp
chevrolet,celta,1.0,72411.0,2013,27990.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,189000.0,2011,15900.0,Celta 1.0 Mpfi Vhce Life 8v Flex 2p Manual
chevrolet,celta,1.0,120000.0,2010,16990.0,Celta Chevrolet Celta Life 1.0 Vhce (flex) 4p
chevrolet,celta,1.0,138000.0,2012,22900.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,128567.0,2010,21990.0,Celta 1.0 Mpfi Spirit 8v
chevrolet,celta,1.0,124772.0,2011,17990.0,Celta Chevrolet Celta Life 1.0 Vhce (flex) 2p
chevrolet,celta,1.0,200000.0,2009,12490.0,Celta 1.0 Life Flex Power 3p 70 Hp
chevrolet,celta,1.0,85000.0,2012,20900.0,Celta Celta Ls 1.0 (flex) 4p
chevrolet,celta,1.0,70000.0,2012,19990.0,Celta 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,celta,1.0,79000.0,2015,29900.0,Celta 1.0 Lt Flex Power 5p
chevrolet,celta,1.0,91000.0,2015,29890.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,89400.0,2008,19900.0,Celta 1.0 Mpfi Life 8v
chevrolet,celta,1.0,191000.0,2001,8500.0,Celta 1.0 Mpfi 8v Gasolina 2p Manual
chevrolet,celta,1.0,155214.0,2010,18890.0,Celta 1.0 Mpfi Life 8v
chevrolet,celta,1.0,97800.0,2013,22890.0,Celta Chevrolet Celta 1.0 Mpfi Ls 8v Flex 4p Manual  4p 2013
chevrolet,celta,1.0,96000.0,2011,22900.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,92000.0,2011,22990.0,Celta 1.0 Mpfi Vhce Spirit 8v Flex 4p Manual
chevrolet,celta,1.0,89000.0,2014,22900.0,Celta 1.0 Mpfi Lt 8v Flex 4p Manual
chevrolet,celta,1.0,144687.0,2010,18500.0,Celta Celta Life/ Ls 1.0 Mpfi 8v Flexpower 3p
chevrolet,celta,1.0,170000.0,2010,16900.0,Celta Celta Life/ Ls 1.0 Mpfi 8v Flexpower 3p
chevrolet,celta,1.0,130000.0,2008,18990.0,Celta 1.0 Mpfi Life 8v
chevrolet,celta,1.0,138000.0,2014,27990.0,Celta Celta 1.0 Mpfi Lt 8v Flex 4p Manual 2014
chevrolet,celta,1.0,150000.0,2008,16500.0,Celta Celta Spirit 1.0 Vhc (flex) 4p
chevrolet,celta,1.0,84300.0,2011,21900.0,Celta 1.0 Mpfi Vhce Spirit 8v
chevrolet,celta,1.0,94000.0,2008,13000.0,Celta 1.0 Super Flex Power 3p
chevrolet,celta,1.0,101403.0,2011,15900.0,Celta Life 1.0 Mpfi 8v Flexpower
chevrolet,classic,1.0,139000.0,2010,115890.0,Classic Classic Life 1.0 Vhce (flex)
chevrolet,classic,1.0,87643.0,2012,15900.0,Classic 1.0 Ls Flex Power 4p
chevrolet,classic,1.0,137137.0,2008,21990.0,Corsa Classic 1.0 Spirit Flex Power 4p
chevrolet,classic,1.0,140000.0,2006,14500.0,Corsa Classic 1.0 Life 4p Gasolina
chevrolet,classic,1.0,116000.0,2008,12000.0,Corsa Classic 1.0 Life Flex Power 4p
chevrolet,classic,1.0,142000.0,2011,13900.0,Classic Classic Ls 1.0 4p Flex
chevrolet,classic,1.0,85000.0,2009,22990.0,Classic 1.0 Mpfi Sedan Life 8v
chevrolet,classic,1.0,59900.0,2014,15990.0,Classic 1.0 Mpfi Ls 8v Flex 4p Manual - Completo
chevrolet,classic,1.0,78000.0,2007,27999.0,Corsa Classic 1.0 Life Flex Power 4p
chevrolet,classic,1.0,112509.0,2013,23900.0,Classic 1.0 Ls Flex Power 4p
chevrolet,classic,1.0,153000.0,2007,23900.0,Classic Corsa Sedan Classic Spirit 1.0 (flex)
chevrolet,classic,1.0,175774.0,2010,13900.0,Classic Classic Life 1.0 Vhce (flex)
chevrolet,classic,1.0,145000.0,2005,13900.0,Corsa Classic 1.0 Spirit 4p Gasolina
chevrolet,classic,1.6,114000.0,2004,10990.0,Corsa 1.6 Mpfi Classic Sedan 8v Gasolina 4p Manual
chevrolet,classic,1.0,157000.0,2008,15800.0,Corsa Sedan 1.0 Mpfi Classic Sedan Life 8v
chevrolet,classic,1.0,140000.0,2012,16889.0,Classic 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,classic,1.0,200000.0,2008,20900.0,Corsa Classic Sedan Classic Sedan Spirit 1.0 Vhc 8v 4p
chevrolet,classic,1.0,187000.0,2014,15900.0,Classic Classic 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,classic,1.0,97361.0,2012,23900.0,Classic Classic Ls Vhc E 1.0 (flex)
chevrolet,classic,1.0,37922.0,2013,18890.0,Classic Classic Life/ls 1.0 Vhc Flexp. 4p
chevrolet,classic,1.0,127408.0,2009,24980.0,Classic 1.0 Mpfi Life 8v
chevrolet,classic,1.0,85000.0,2012,19900.0,Classic 1.0 Mpfi Ls 8v
chevrolet,classic,1.0,68000.0,2012,21900.0,Classic 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,classic,1.0,154505.0,2014,22900.0,Classic 1.0 Mpfi Ls 8v
chevrolet,classic,1.0,108000.0,2010,29990.0,Classic 1.0 Mpfi Vhce 8v Flex 4p Manual
chevrolet,classic,1.0,53000.0,2014,16900.0,Classic 1.0 Mpfi Ls 8v
chevrolet,classic,1.0,178000.0,2003,25900.0,Corsa Sedan 1.0 Classic 4p Gasolina 60 Hp
chevrolet,classic,1.0,163751.0,2006,13990.0,Classic 1.0 Mpfi Life 8v Flex 4p Manual
chevrolet,classic,1.0,140000.0,2007,11900.0,Classic 1.0 Mpfi Spirit 8v Flex 4p Manual
chevrolet,classic,1.0,199205.0,2003,15900.0,Spirit 1.0 Classic Spirit 1.0
chevrolet,classic,1.0,57000.0,2008,16900.0,Classic Life 1.0
chevrolet,classic,1.0,71000.0,2011,18900.0,Classic 1.0 Mpfi Ls 8v
chevrolet,classic,1.0,59774.0,2013,13699.0,Classic 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,classic,1.0,180715.0,2005,29990.0,Classic 1.0 Mpfi Life 8v Gasolina 4p Manual
chevrolet,classic,1.0,73808.0,2014,12900.0,Classic 1.0 Mpfi Ls 8v Flex 4p Manual
chevrolet,classic,1.0,99000.0,2012,16990.0,Corsa Classic Sedan Ls 1.0 Mpfi Vhce 8v Flexpower
chevrolet,classic,1.0,119876.0,2014,25990.0,Corsa Classic Sedan Ls 1.0 Mpfi 8v Flex
chevrolet,classic,1.0,68818.0,2008,18990.0,Classic 1.0 Mpfi Spirit 8v Flex 4p Manual
chevrolet,classic,1.0,103900.0,2012,20100.0,Classic 1.0 Ls Flex Power 4p
chevrolet,classic,1.0,149000.0,2008,15789.0,Corsa Classic 1.0 Spirit Flex Power 4p
